,index,date,County,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,population
0,243,243,Alameda,77.0,21886.0,4.0,381.0,6296.0,592660,110.0,26223,78.0,21349.0,3.0,383.0,1685886.0
1,244,244,Alameda,60.0,21946.0,2.0,383.0,6977.0,599637,108.0,26331,55.0,21404.0,-1.0,382.0,1685886.0
2,245,245,Alameda,54.0,22000.0,1.0,384.0,3293.0,602930,43.0,26374,106.0,21510.0,4.0,386.0,1685886.0
3,246,246,Alameda,46.0,22046.0,0.0,384.0,1985.0,604915,43.0,26417,87.0,21597.0,-3.0,383.0,1685886.0
4,247,247,Alameda,96.0,22142.0,0.0,384.0,7446.0,612361,119.0,26536,40.0,21637.0,0.0,383.0,1685886.0
5,248,248,Alameda,88.0,22230.0,0.0,384.0,8282.0,620643,125.0,26661,61.0,21698.0,2.0,385.0,1685886.0
6,249,249,Alameda,90.0,22320.0,1.0,385.0,7666.0,628309,104.0,26765,38.0,21736.0,10.0,395.0,1685886.0
7,250,250,Alameda,77.0,22397.0,2.0,387.0,6711.0,635020,103.0,26868,90.0,21826.0,0.0,395.0,1685886.0
8,251,251,Alameda,80.0,22477.0,1.0,388.0,7506.0,642526,120.0,26988,98.0,21924.0,4.0,399.0,1685886.0
9,252,252,Alameda,48.0,22525.0,1.0,389.0,3084.0,645610,48.0,27036,55.0,21979.0,-1.0,398.0,1685886.0
10,253,253,Alameda,50.0,22575.0,1.0,390.0,1743.0,647353,28.0,27064,78.0,22057.0,-6.0,392.0,1685886.0
11,254,254,Alameda,89.0,22664.0,1.0,391.0,7481.0,654834,108.0,27172,69.0,22126.0,-3.0,389.0,1685886.0
12,255,255,Alameda,79.0,22743.0,1.0,392.0,8511.0,663345,96.0,27268,59.0,22185.0,0.0,389.0,1685886.0
13,256,256,Alameda,104.0,22847.0,1.0,393.0,7288.0,670633,141.0,27409,42.0,22227.0,9.0,398.0,1685886.0
14,257,257,Alameda,97.0,22944.0,1.0,394.0,6853.0,677486,147.0,27556,40.0,22267.0,-8.0,390.0,1685886.0
15,258,258,Alameda,68.0,23012.0,0.0,394.0,7352.0,684838,100.0,27656,48.0,22315.0,7.0,397.0,1685886.0
16,259,259,Alameda,54.0,23066.0,0.0,394.0,3490.0,688328,60.0,27716,79.0,22394.0,1.0,398.0,1685886.0
17,260,260,Alameda,46.0,23112.0,0.0,394.0,1919.0,690247,32.0,27748,152.0,22546.0,-6.0,392.0,1685886.0
18,261,261,Alameda,104.0,23216.0,1.0,395.0,8499.0,698746,124.0,27872,101.0,22647.0,0.0,392.0,1685886.0
19,262,262,Alameda,109.0,23325.0,0.0,395.0,8976.0,707722,128.0,28000,103.0,22750.0,-1.0,391.0,1685886.0
20,263,263,Alameda,103.0,23428.0,1.0,396.0,7343.0,715065,102.0,28102,103.0,22853.0,1.0,392.0,1685886.0
21,264,264,Alameda,89.0,23517.0,0.0,396.0,7127.0,722192,105.0,28207,62.0,22915.0,1.0,393.0,1685886.0
22,265,265,Alameda,101.0,23618.0,0.0,396.0,7674.0,729866,125.0,28332,132.0,23047.0,0.0,393.0,1685886.0
23,266,266,Alameda,72.0,23690.0,1.0,397.0,3328.0,733194,63.0,28395,52.0,23099.0,5.0,398.0,1685886.0
24,267,267,Alameda,70.0,23760.0,1.0,398.0,1980.0,735174,41.0,28436,93.0,23192.0,0.0,398.0,1685886.0
25,268,268,Alameda,106.0,23866.0,0.0,398.0,8452.0,743626,132.0,28568,92.0,23284.0,0.0,398.0,1685886.0
26,269,269,Alameda,112.0,23978.0,0.0,398.0,9942.0,753568,136.0,28704,81.0,23365.0,2.0,400.0,1685886.0
27,270,270,Alameda,112.0,24090.0,2.0,400.0,8030.0,761598,118.0,28822,103.0,23468.0,0.0,400.0,1685886.0
28,271,271,Alameda,100.0,24190.0,5.0,405.0,7881.0,769479,130.0,28952,62.0,23530.0,1.0,401.0,1685886.0
29,272,272,Alameda,163.0,24353.0,0.0,405.0,7923.0,777402,141.0,29093,146.0,23676.0,0.0,401.0,1685886.0
30,273,273,Alameda,79.0,24432.0,2.0,407.0,3537.0,780939,78.0,29171,104.0,23780.0,15.0,416.0,1685886.0
31,274,274,Alameda,115.0,24547.0,3.0,410.0,2565.0,783504,50.0,29221,112.0,23892.0,3.0,419.0,1685886.0
32,275,275,Alameda,162.0,24709.0,1.0,411.0,9377.0,792881,175.0,29396,99.0,23991.0,0.0,419.0,1685886.0
33,276,276,Alameda,196.0,24905.0,0.0,411.0,9354.0,802235,186.0,29582,64.0,24055.0,-1.0,418.0,1685886.0
34,277,277,Alameda,184.0,25089.0,1.0,412.0,8156.0,810391,192.0,29774,117.0,24172.0,0.0,418.0,1685886.0
35,278,278,Alameda,178.0,25267.0,1.0,413.0,8231.0,818622,233.0,30007,98.0,24270.0,2.0,420.0,1685886.0
36,279,279,Alameda,178.0,25445.0,2.0,415.0,8138.0,826760,185.0,30192,119.0,24389.0,0.0,420.0,1685886.0
37,280,280,Alameda,132.0,25577.0,0.0,415.0,4107.0,830867,132.0,30324,189.0,24578.0,4.0,424.0,1685886.0
38,281,281,Alameda,110.0,25687.0,2.0,417.0,2571.0,833438,61.0,30385,153.0,24731.0,0.0,424.0,1685886.0
39,282,282,Alameda,228.0,25915.0,0.0,417.0,10359.0,843797,232.0,30617,168.0,24899.0,0.0,424.0,1685886.0
40,283,283,Alameda,249.0,26164.0,0.0,417.0,10457.0,854254,222.0,30839,109.0,25008.0,0.0,424.0,1685886.0
41,284,284,Alameda,230.0,26394.0,0.0,417.0,6666.0,860920,221.0,31060,132.0,25140.0,5.0,429.0,1685886.0
42,285,285,Alameda,242.0,26636.0,4.0,421.0,10473.0,871393,269.0,31329,205.0,25345.0,3.0,432.0,1685886.0
43,286,286,Alameda,267.0,26903.0,3.0,424.0,10071.0,881464,298.0,31627,170.0,25515.0,2.0,434.0,1685886.0
44,287,287,Alameda,216.0,27119.0,2.0,426.0,4860.0,886324,200.0,31827,199.0,25714.0,1.0,435.0,1685886.0
45,288,288,Alameda,266.0,27385.0,1.0,427.0,3115.0,889439,182.0,32009,165.0,25879.0,1.0,436.0,1685886.0
46,289,289,Alameda,320.0,27705.0,2.0,429.0,11804.0,901243,378.0,32387,184.0,26063.0,0.0,436.0,1685886.0
47,290,290,Alameda,347.0,28052.0,1.0,430.0,12310.0,913553,336.0,32723,362.0,26425.0,3.0,439.0,1685886.0
48,291,291,Alameda,324.0,28376.0,1.0,431.0,11853.0,925406,367.0,33090,185.0,26610.0,1.0,440.0,1685886.0
49,292,292,Alameda,262.0,28638.0,1.0,432.0,12415.0,937821,342.0,33432,361.0,26971.0,1.0,441.0,1685886.0
50,293,293,Alameda,345.0,28983.0,0.0,432.0,12972.0,950793,393.0,33825,250.0,27221.0,3.0,444.0,1685886.0
51,294,294,Alameda,211.0,29194.0,0.0,432.0,6741.0,957534,237.0,34062,203.0,27424.0,0.0,444.0,1685886.0
52,295,295,Alameda,184.0,29378.0,0.0,432.0,3371.0,960905,131.0,34193,48.0,27472.0,0.0,444.0,1685886.0
53,296,296,Alameda,434.0,29812.0,0.0,432.0,15041.0,975946,486.0,34679,246.0,27718.0,0.0,444.0,1685886.0
54,297,297,Alameda,412.0,30224.0,2.0,434.0,12614.0,988560,408.0,35087,312.0,28030.0,0.0,444.0,1685886.0
55,298,298,Alameda,478.0,30702.0,1.0,435.0,10258.0,998818,554.0,35641,348.0,28378.0,3.0,447.0,1685886.0
56,299,299,Alameda,216.0,30918.0,1.0,436.0,1574.0,1000392,124.0,35765,419.0,28797.0,0.0,447.0,1685886.0
57,300,300,Alameda,412.0,31330.0,1.0,437.0,5511.0,1005903,337.0,36102,267.0,29064.0,3.0,450.0,1685886.0
58,301,301,Alameda,438.0,31768.0,2.0,439.0,6442.0,1012345,480.0,36582,304.0,29368.0,6.0,456.0,1685886.0
59,302,302,Alameda,309.0,32077.0,3.0,442.0,3377.0,1015722,189.0,36771,550.0,29918.0,1.0,457.0,1685886.0
60,303,303,Alameda,785.0,32862.0,4.0,446.0,15641.0,1031363,839.0,37610,54.0,29972.0,0.0,457.0,1685886.0
61,304,304,Alameda,816.0,33678.0,0.0,446.0,15103.0,1046466,844.0,38454,280.0,30252.0,3.0,460.0,1685886.0
62,305,305,Alameda,686.0,34364.0,2.0,448.0,13579.0,1060045,783.0,39237,445.0,30697.0,3.0,463.0,1685886.0
63,306,306,Alameda,622.0,34986.0,4.0,452.0,13239.0,1073284,809.0,40046,487.0,31184.0,2.0,465.0,1685886.0
64,307,307,Alameda,758.0,35744.0,0.0,452.0,13283.0,1086567,838.0,40884,687.0,31871.0,0.0,465.0,1685886.0
65,308,308,Alameda,550.0,36294.0,6.0,458.0,6715.0,1093282,556.0,41440,910.0,32781.0,0.0,465.0,1685886.0
66,309,309,Alameda,358.0,36652.0,7.0,465.0,3734.0,1097016,262.0,41702,696.0,33477.0,0.0,465.0,1685886.0
67,310,310,Alameda,970.0,37622.0,4.0,469.0,15777.0,1112793,1096.0,42798,410.0,33887.0,1.0,466.0,1685886.0
68,311,311,Alameda,862.0,38484.0,8.0,477.0,15109.0,1127902,1033.0,43831,486.0,34373.0,3.0,469.0,1685886.0
69,312,312,Alameda,896.0,39380.0,4.0,481.0,14329.0,1142231,1082.0,44913,674.0,35047.0,1.0,470.0,1685886.0
70,313,313,Alameda,843.0,40223.0,2.0,483.0,13594.0,1155825,1013.0,45926,639.0,35686.0,7.0,477.0,1685886.0
71,314,314,Alameda,769.0,40992.0,5.0,488.0,13260.0,1169085,870.0,46796,595.0,36281.0,5.0,482.0,1685886.0
72,315,315,Alameda,569.0,41561.0,7.0,495.0,7735.0,1176820,638.0,47434,746.0,37027.0,4.0,486.0,1685886.0
73,316,316,Alameda,435.0,41996.0,5.0,500.0,4471.0,1181291,381.0,47815,1037.0,38064.0,0.0,486.0,1685886.0
74,317,317,Alameda,1192.0,43188.0,5.0,505.0,16213.0,1197504,1282.0,49097,1188.0,39252.0,1.0,487.0,1685886.0
75,318,318,Alameda,893.0,44081.0,7.0,512.0,15489.0,1212993,1099.0,50196,774.0,40026.0,5.0,492.0,1685886.0
76,319,319,Alameda,856.0,44937.0,3.0,515.0,14615.0,1227608,1057.0,51253,725.0,40751.0,5.0,497.0,1685886.0
77,320,320,Alameda,853.0,45790.0,11.0,526.0,14911.0,1242519,1066.0,52319,797.0,41548.0,11.0,508.0,1685886.0
78,321,321,Alameda,801.0,46591.0,8.0,534.0,14183.0,1256702,949.0,53268,648.0,42196.0,7.0,515.0,1685886.0
79,322,322,Alameda,536.0,47127.0,13.0,547.0,7794.0,1264496,610.0,53878,913.0,43109.0,1.0,516.0,1685886.0
80,323,323,Alameda,444.0,47571.0,6.0,553.0,5534.0,1270030,412.0,54290,895.0,44004.0,0.0,516.0,1685886.0
81,324,324,Alameda,882.0,48453.0,7.0,560.0,17124.0,1287154,1141.0,55431,752.0,44756.0,2.0,518.0,1685886.0
82,325,325,Alameda,900.0,49353.0,7.0,567.0,15309.0,1302463,1106.0,56537,995.0,45751.0,16.0,534.0,1685886.0
83,326,326,Alameda,885.0,50238.0,10.0,577.0,13163.0,1315626,1014.0,57551,1002.0,46753.0,3.0,537.0,1685886.0
84,327,327,Alameda,566.0,50804.0,11.0,588.0,7295.0,1322921,567.0,58118,774.0,47527.0,4.0,541.0,1685886.0
85,328,328,Alameda,328.0,51132.0,11.0,599.0,2002.0,1324923,213.0,58331,838.0,48365.0,1.0,542.0,1685886.0
86,329,329,Alameda,559.0,51691.0,9.0,608.0,5440.0,1330363,524.0,58855,719.0,49084.0,9.0,551.0,1685886.0
87,330,330,Alameda,606.0,52297.0,6.0,614.0,4997.0,1335360,528.0,59383,680.0,49764.0,0.0,551.0,1685886.0
88,331,331,Alameda,1241.0,53538.0,10.0,624.0,16471.0,1351831,1414.0,60797,641.0,50405.0,0.0,551.0,1685886.0
89,332,332,Alameda,1036.0,54574.0,12.0,636.0,14712.0,1366543,1336.0,62133,541.0,50946.0,1.0,552.0,1685886.0
90,333,333,Alameda,1059.0,55633.0,11.0,647.0,13309.0,1379852,1321.0,63454,-788.0,50158.0,21.0,573.0,1685886.0
91,334,334,Alameda,761.0,56394.0,14.0,661.0,7698.0,1387550,739.0,64193,2317.0,52475.0,6.0,579.0,1685886.0
92,335,335,Alameda,523.0,56917.0,9.0,670.0,2651.0,1390201,267.0,64460,1043.0,53518.0,0.0,579.0,1685886.0
93,336,336,Alameda,646.0,57563.0,16.0,686.0,5960.0,1396161,637.0,65097,1000.0,54518.0,2.0,581.0,1685886.0
94,337,337,Alameda,613.0,58176.0,11.0,697.0,5495.0,1401656,536.0,65633,564.0,55082.0,-1.0,580.0,1685886.0
95,338,338,Alameda,1237.0,59413.0,16.0,713.0,16183.0,1417839,1420.0,67053,817.0,55899.0,3.0,583.0,1685886.0
96,339,339,Alameda,1248.0,60661.0,10.0,723.0,17625.0,1435464,1485.0,68538,533.0,56432.0,19.0,602.0,1685886.0
97,340,340,Alameda,1141.0,61802.0,7.0,730.0,14850.0,1450314,1327.0,69865,649.0,57081.0,14.0,616.0,1685886.0
98,341,341,Alameda,857.0,62659.0,10.0,740.0,13859.0,1464173,1035.0,70900,840.0,57921.0,16.0,632.0,1685886.0
99,342,342,Alameda,927.0,63586.0,11.0,751.0,13019.0,1477192,1062.0,71962,1251.0,59172.0,14.0,646.0,1685886.0
100,343,343,Alameda,538.0,64124.0,15.0,766.0,6839.0,1484031,621.0,72583,953.0,60125.0,3.0,649.0,1685886.0
101,344,344,Alameda,506.0,64630.0,9.0,775.0,5582.0,1489613,464.0,73047,986.0,61111.0,1.0,650.0,1685886.0
102,345,345,Alameda,971.0,65601.0,21.0,796.0,16973.0,1506586,1228.0,74275,838.0,61949.0,2.0,652.0,1685886.0
103,346,346,Alameda,852.0,66453.0,14.0,810.0,16143.0,1522729,1081.0,75356,693.0,62642.0,25.0,677.0,1685886.0
104,347,347,Alameda,810.0,67263.0,10.0,820.0,15179.0,1537908,1051.0,76407,926.0,63568.0,13.0,690.0,1685886.0
105,348,348,Alameda,745.0,68008.0,12.0,832.0,14349.0,1552257,1009.0,77416,796.0,64364.0,-4.0,686.0,1685886.0
106,349,349,Alameda,633.0,68641.0,7.0,839.0,12843.0,1565100,868.0,78284,1052.0,65416.0,-14.0,672.0,1685886.0
107,350,350,Alameda,421.0,69062.0,12.0,851.0,6391.0,1571491,555.0,78839,1167.0,66583.0,1.0,673.0,1685886.0
108,351,351,Alameda,306.0,69368.0,9.0,860.0,4055.0,1575546,285.0,79124,792.0,67375.0,3.0,676.0,1685886.0
109,352,352,Alameda,574.0,69942.0,4.0,864.0,9897.0,1585443,605.0,79729,563.0,67938.0,4.0,680.0,1685886.0
110,353,353,Alameda,682.0,70624.0,13.0,877.0,17378.0,1602821,795.0,80524,496.0,68434.0,0.0,680.0,1685886.0
111,354,354,Alameda,664.0,71288.0,13.0,890.0,15314.0,1618135,810.0,81334,351.0,68785.0,22.0,702.0,1685886.0
112,355,355,Alameda,520.0,71808.0,15.0,905.0,13952.0,1632087,654.0,81988,529.0,69314.0,37.0,739.0,1685886.0
113,356,356,Alameda,441.0,72249.0,6.0,911.0,12651.0,1644738,594.0,82582,379.0,69693.0,12.0,751.0,1685886.0
114,357,357,Alameda,326.0,72575.0,8.0,919.0,5297.0,1650035,382.0,82964,387.0,70080.0,29.0,780.0,1685886.0
115,358,358,Alameda,243.0,72818.0,11.0,930.0,3688.0,1653723,201.0,83165,743.0,70823.0,0.0,780.0,1685886.0
116,359,359,Alameda,507.0,73325.0,8.0,938.0,15366.0,1669089,672.0,83837,432.0,71255.0,0.0,780.0,1685886.0
117,360,360,Alameda,440.0,73765.0,12.0,950.0,14004.0,1683093,634.0,84471,596.0,71851.0,9.0,789.0,1685886.0
118,361,361,Alameda,383.0,74148.0,8.0,958.0,11217.0,1694310,412.0,84883,337.0,72188.0,26.0,815.0,1685886.0
119,362,362,Alameda,432.0,74580.0,9.0,967.0,12073.0,1706383,565.0,85448,570.0,72758.0,18.0,833.0,1685886.0
120,363,363,Alameda,437.0,75017.0,8.0,975.0,12287.0,1718670,605.0,86053,452.0,73210.0,8.0,841.0,1685886.0
121,364,364,Alameda,278.0,75295.0,9.0,984.0,4677.0,1723347,311.0,86364,412.0,73622.0,9.0,850.0,1685886.0
122,365,365,Alameda,203.0,75498.0,5.0,989.0,3342.0,1726689,122.0,86486,357.0,73979.0,7.0,857.0,1685886.0
123,366,366,Alameda,428.0,75926.0,10.0,999.0,15824.0,1742513,585.0,87071,395.0,74374.0,1.0,858.0,1685886.0
124,367,367,Alameda,355.0,76281.0,7.0,1006.0,14673.0,1757186,514.0,87585,268.0,74642.0,11.0,869.0,1685886.0
125,368,368,Alameda,345.0,76626.0,7.0,1013.0,12274.0,1769460,434.0,88019,326.0,74968.0,11.0,880.0,1685886.0
126,369,369,Alameda,334.0,76960.0,11.0,1024.0,12865.0,1782325,471.0,88490,454.0,75422.0,19.0,899.0,1685886.0
127,370,370,Alameda,285.0,77245.0,6.0,1030.0,11582.0,1793907,394.0,88884,294.0,75716.0,17.0,916.0,1685886.0
128,371,371,Alameda,226.0,77471.0,3.0,1033.0,4925.0,1798832,203.0,89087,454.0,76170.0,6.0,922.0,1685886.0
129,372,372,Alameda,158.0,77629.0,7.0,1040.0,3275.0,1802107,166.0,89253,330.0,76500.0,2.0,924.0,1685886.0
130,373,373,Alameda,303.0,77932.0,6.0,1046.0,15361.0,1817468,460.0,89713,235.0,76735.0,0.0,924.0,1685886.0
131,374,374,Alameda,267.0,78199.0,8.0,1054.0,14497.0,1831965,391.0,90104,283.0,77018.0,12.0,936.0,1685886.0
132,375,375,Alameda,265.0,78464.0,7.0,1061.0,12366.0,1844331,339.0,90443,326.0,77344.0,8.0,944.0,1685886.0
133,376,376,Alameda,204.0,78668.0,7.0,1068.0,11923.0,1856254,330.0,90773,220.0,77564.0,16.0,960.0,1685886.0
134,377,377,Alameda,228.0,78896.0,7.0,1075.0,10315.0,1866569,332.0,91105,394.0,77958.0,14.0,974.0,1685886.0
135,378,378,Alameda,135.0,79031.0,13.0,1088.0,4381.0,1870950,207.0,91312,288.0,78246.0,21.0,995.0,1685886.0
136,379,379,Alameda,118.0,79149.0,6.0,1094.0,2677.0,1873627,117.0,91429,196.0,78442.0,0.0,995.0,1685886.0
137,380,380,Alameda,157.0,79306.0,2.0,1096.0,6398.0,1880025,162.0,91591,205.0,78647.0,1.0,996.0,1685886.0
138,381,381,Alameda,200.0,79506.0,4.0,1100.0,16393.0,1896418,365.0,91956,109.0,78756.0,1.0,997.0,1685886.0
139,382,382,Alameda,174.0,79680.0,5.0,1105.0,11853.0,1908271,236.0,92192,139.0,78895.0,5.0,1002.0,1685886.0
140,383,383,Alameda,161.0,79841.0,3.0,1108.0,10388.0,1918659,233.0,92425,216.0,79111.0,10.0,1012.0,1685886.0
141,384,384,Alameda,147.0,79988.0,3.0,1111.0,10700.0,1929359,208.0,92633,207.0,79318.0,35.0,1047.0,1685886.0
142,385,385,Alameda,107.0,80095.0,4.0,1115.0,4490.0,1933849,130.0,92763,178.0,79496.0,8.0,1055.0,1685886.0
143,386,386,Alameda,93.0,80188.0,4.0,1119.0,3332.0,1937181,83.0,92846,153.0,79649.0,6.0,1061.0,1685886.0
144,387,387,Alameda,198.0,80386.0,4.0,1123.0,13220.0,1950401,264.0,93110,147.0,79796.0,1.0,1062.0,1685886.0
145,388,388,Alameda,152.0,80538.0,9.0,1132.0,13304.0,1963705,218.0,93328,152.0,79948.0,8.0,1070.0,1685886.0
146,389,389,Alameda,138.0,80676.0,2.0,1134.0,12351.0,1976056,182.0,93510,122.0,80070.0,12.0,1082.0,1685886.0
147,390,390,Alameda,123.0,80799.0,6.0,1140.0,10858.0,1986914,171.0,93681,111.0,80181.0,11.0,1093.0,1685886.0
148,391,391,Alameda,121.0,80920.0,2.0,1142.0,10261.0,1997175,182.0,93863,206.0,80387.0,13.0,1106.0,1685886.0
149,392,392,Alameda,96.0,81016.0,2.0,1144.0,4180.0,2001355,130.0,93993,178.0,80565.0,2.0,1108.0,1685886.0
150,393,393,Alameda,74.0,81090.0,0.0,1144.0,2955.0,2004310,60.0,94053,162.0,80727.0,-3.0,1105.0,1685886.0
151,394,394,Alameda,123.0,81213.0,4.0,1148.0,13655.0,2017965,154.0,94207,78.0,80805.0,0.0,1105.0,1685886.0
152,395,395,Alameda,126.0,81339.0,3.0,1151.0,12962.0,2030927,186.0,94393,99.0,80904.0,11.0,1116.0,1685886.0
153,396,396,Alameda,118.0,81457.0,2.0,1153.0,10864.0,2041791,138.0,94531,68.0,80972.0,11.0,1127.0,1685886.0
154,397,397,Alameda,120.0,81577.0,2.0,1155.0,10462.0,2052253,173.0,94704,143.0,81115.0,9.0,1136.0,1685886.0
155,398,398,Alameda,112.0,81689.0,1.0,1156.0,9631.0,2061884,135.0,94839,100.0,81215.0,5.0,1141.0,1685886.0
156,399,399,Alameda,87.0,81776.0,1.0,1157.0,4063.0,2065947,105.0,94944,95.0,81310.0,2.0,1143.0,1685886.0
157,400,400,Alameda,54.0,81830.0,1.0,1158.0,3418.0,2069365,33.0,94977,103.0,81413.0,2.0,1145.0,1685886.0
158,401,401,Alameda,119.0,81949.0,2.0,1160.0,13423.0,2082788,144.0,95121,130.0,81543.0,-3.0,1142.0,1685886.0
159,402,402,Alameda,114.0,82063.0,1.0,1161.0,13395.0,2096183,153.0,95274,75.0,81618.0,9.0,1151.0,1685886.0
160,403,403,Alameda,85.0,82148.0,1.0,1162.0,10792.0,2106975,123.0,95397,83.0,81701.0,9.0,1160.0,1685886.0
161,404,404,Alameda,108.0,82256.0,0.0,1162.0,10246.0,2117221,150.0,95547,108.0,81809.0,4.0,1164.0,1685886.0
162,405,405,Alameda,93.0,82349.0,1.0,1163.0,9599.0,2126820,144.0,95691,89.0,81898.0,0.0,1164.0,1685886.0
163,406,406,Alameda,78.0,82427.0,5.0,1168.0,3454.0,2130274,100.0,95791,112.0,82010.0,4.0,1168.0,1685886.0
164,407,407,Alameda,60.0,82487.0,1.0,1169.0,3040.0,2133314,51.0,95842,106.0,82116.0,0.0,1168.0,1685886.0
165,408,408,Alameda,86.0,82573.0,2.0,1171.0,12739.0,2146053,117.0,95959,43.0,82159.0,-1.0,1167.0,1685886.0
166,409,409,Alameda,88.0,82661.0,3.0,1174.0,13428.0,2159481,129.0,96088,100.0,82259.0,10.0,1177.0,1685886.0
167,410,410,Alameda,115.0,82776.0,3.0,1177.0,11761.0,2171242,129.0,96217,94.0,82353.0,8.0,1185.0,1685886.0
168,411,411,Alameda,76.0,82852.0,1.0,1178.0,9375.0,2180617,93.0,96310,66.0,82419.0,4.0,1189.0,1685886.0
169,412,412,Alameda,84.0,82936.0,2.0,1180.0,9543.0,2190160,105.0,96415,80.0,82499.0,-2.0,1187.0,1685886.0
170,413,413,Alameda,73.0,83009.0,2.0,1182.0,4046.0,2194206,77.0,96492,115.0,82614.0,-9.0,1178.0,1685886.0
171,414,414,Alameda,69.0,83078.0,1.0,1183.0,2992.0,2197198,49.0,96541,70.0,82684.0,9.0,1187.0,1685886.0
172,415,415,Alameda,88.0,83166.0,1.0,1184.0,13060.0,2210258,134.0,96675,64.0,82748.0,2.0,1189.0,1685886.0
173,416,416,Alameda,92.0,83258.0,3.0,1187.0,11418.0,2221676,139.0,96814,51.0,82799.0,1.0,1190.0,1685886.0
174,417,417,Alameda,103.0,83361.0,1.0,1188.0,10827.0,2232503,139.0,96953,72.0,82871.0,9.0,1199.0,1685886.0
175,418,418,Alameda,95.0,83456.0,2.0,1190.0,9528.0,2242031,139.0,97092,74.0,82945.0,7.0,1206.0,1685886.0
176,419,419,Alameda,98.0,83554.0,0.0,1190.0,7270.0,2249301,133.0,97225,98.0,83043.0,2.0,1208.0,1685886.0
177,420,420,Alameda,62.0,83616.0,2.0,1192.0,3877.0,2253178,84.0,97309,126.0,83169.0,3.0,1211.0,1685886.0
178,421,421,Alameda,72.0,83688.0,0.0,1192.0,3277.0,2256455,47.0,97356,70.0,83239.0,1.0,1212.0,1685886.0
179,422,422,Alameda,122.0,83810.0,1.0,1193.0,14716.0,2271171,141.0,97497,99.0,83338.0,-1.0,1211.0,1685886.0
180,423,423,Alameda,101.0,83911.0,0.0,1193.0,11745.0,2282916,129.0,97626,57.0,83395.0,0.0,1211.0,1685886.0
181,424,424,Alameda,100.0,84011.0,1.0,1194.0,10571.0,2293487,126.0,97752,80.0,83475.0,4.0,1215.0,1685886.0
182,425,425,Alameda,82.0,84093.0,2.0,1196.0,9038.0,2302525,127.0,97879,99.0,83574.0,1.0,1216.0,1685886.0
0,1527,243,Amador,0.0,300.0,0.0,16.0,337.0,19955,0.0,340,0.0,294.0,0.0,16.0,38531.0
1,1528,244,Amador,0.0,300.0,0.0,16.0,115.0,20070,2.0,342,2.0,296.0,0.0,16.0,38531.0
2,1529,245,Amador,1.0,301.0,0.0,16.0,36.0,20106,2.0,344,0.0,296.0,0.0,16.0,38531.0
3,1530,246,Amador,1.0,302.0,0.0,16.0,43.0,20149,0.0,344,1.0,297.0,0.0,16.0,38531.0
4,1531,247,Amador,2.0,304.0,0.0,16.0,154.0,20303,2.0,346,2.0,299.0,0.0,16.0,38531.0
5,1532,248,Amador,0.0,304.0,0.0,16.0,440.0,20743,1.0,347,2.0,301.0,0.0,16.0,38531.0
6,1533,249,Amador,2.0,306.0,0.0,16.0,584.0,21327,1.0,348,1.0,302.0,0.0,16.0,38531.0
7,1534,250,Amador,0.0,306.0,0.0,16.0,426.0,21753,2.0,350,0.0,302.0,0.0,16.0,38531.0
8,1535,251,Amador,1.0,307.0,0.0,16.0,341.0,22094,1.0,351,1.0,303.0,0.0,16.0,38531.0
9,1536,252,Amador,0.0,307.0,0.0,16.0,41.0,22135,0.0,351,1.0,304.0,0.0,16.0,38531.0
10,1537,253,Amador,1.0,308.0,0.0,16.0,27.0,22162,0.0,351,1.0,305.0,0.0,16.0,38531.0
11,1538,254,Amador,2.0,310.0,0.0,16.0,103.0,22265,1.0,352,0.0,305.0,0.0,16.0,38531.0
12,1539,255,Amador,1.0,311.0,0.0,16.0,262.0,22527,1.0,353,1.0,306.0,0.0,16.0,38531.0
13,1540,256,Amador,2.0,313.0,0.0,16.0,281.0,22808,4.0,357,2.0,308.0,0.0,16.0,38531.0
14,1541,257,Amador,2.0,315.0,0.0,16.0,242.0,23050,0.0,357,1.0,309.0,0.0,16.0,38531.0
15,1542,258,Amador,0.0,315.0,0.0,16.0,201.0,23251,0.0,357,0.0,309.0,0.0,16.0,38531.0
16,1543,259,Amador,0.0,315.0,0.0,16.0,37.0,23288,0.0,357,0.0,309.0,0.0,16.0,38531.0
17,1544,260,Amador,2.0,317.0,0.0,16.0,81.0,23369,0.0,357,4.0,313.0,0.0,16.0,38531.0
18,1545,261,Amador,12.0,329.0,0.0,16.0,325.0,23694,10.0,367,0.0,313.0,0.0,16.0,38531.0
19,1546,262,Amador,6.0,335.0,0.0,16.0,281.0,23975,5.0,372,0.0,313.0,0.0,16.0,38531.0
20,1547,263,Amador,1.0,336.0,0.0,16.0,84.0,24059,1.0,373,0.0,313.0,0.0,16.0,38531.0
21,1548,264,Amador,5.0,341.0,0.0,16.0,217.0,24276,5.0,378,4.0,317.0,0.0,16.0,38531.0
22,1549,265,Amador,4.0,345.0,0.0,16.0,383.0,24659,3.0,381,7.0,324.0,0.0,16.0,38531.0
23,1550,266,Amador,1.0,346.0,0.0,16.0,65.0,24724,3.0,384,4.0,328.0,0.0,16.0,38531.0
24,1551,267,Amador,1.0,347.0,0.0,16.0,46.0,24770,1.0,385,2.0,330.0,0.0,16.0,38531.0
