,index,date,County,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,population
102,9975,345,Kern,824.0,79191.0,17.0,838.0,6608.0,668184,994.0,87931,777.0,74489.0,3.0,682.0,927251.0
103,9976,346,Kern,852.0,80043.0,8.0,846.0,6509.0,674693,1050.0,88981,831.0,75320.0,7.0,689.0,927251.0
104,9977,347,Kern,701.0,80744.0,14.0,860.0,6042.0,680735,899.0,89880,729.0,76049.0,15.0,704.0,927251.0
105,9978,348,Kern,664.0,81408.0,9.0,869.0,5394.0,686129,821.0,90701,1021.0,77070.0,1.0,705.0,927251.0
106,9979,349,Kern,665.0,82073.0,11.0,880.0,3916.0,690045,788.0,91489,803.0,77873.0,14.0,719.0,927251.0
107,9980,350,Kern,409.0,82482.0,13.0,893.0,2354.0,692399,522.0,92011,992.0,78865.0,14.0,733.0,927251.0
108,9981,351,Kern,363.0,82845.0,13.0,906.0,1833.0,694232,381.0,92392,624.0,79489.0,5.0,738.0,927251.0
109,9982,352,Kern,548.0,83393.0,14.0,920.0,6034.0,700266,620.0,93012,441.0,79930.0,2.0,740.0,927251.0
110,9983,353,Kern,639.0,84032.0,15.0,935.0,6322.0,706588,809.0,93821,342.0,80272.0,2.0,742.0,927251.0
111,9984,354,Kern,587.0,84619.0,11.0,946.0,5758.0,712346,722.0,94543,429.0,80701.0,12.0,754.0,927251.0
112,9985,355,Kern,450.0,85069.0,11.0,957.0,4904.0,717250,563.0,95106,627.0,81328.0,15.0,769.0,927251.0
113,9986,356,Kern,412.0,85481.0,9.0,966.0,3411.0,720661,476.0,95582,773.0,82101.0,2.0,771.0,927251.0
114,9987,357,Kern,296.0,85777.0,16.0,982.0,1755.0,722416,340.0,95922,501.0,82602.0,12.0,783.0,927251.0
115,9988,358,Kern,242.0,86019.0,11.0,993.0,1776.0,724192,261.0,96183,523.0,83125.0,2.0,785.0,927251.0
116,9989,359,Kern,439.0,86458.0,8.0,1001.0,5448.0,729640,499.0,96682,276.0,83401.0,2.0,787.0,927251.0
117,9990,360,Kern,392.0,86850.0,12.0,1013.0,5056.0,734696,476.0,97158,467.0,83868.0,3.0,790.0,927251.0
118,9991,361,Kern,425.0,87275.0,11.0,1024.0,4695.0,739391,508.0,97666,376.0,84244.0,19.0,809.0,927251.0
119,9992,362,Kern,312.0,87587.0,9.0,1033.0,4108.0,743499,426.0,98092,464.0,84708.0,8.0,817.0,927251.0
120,9993,363,Kern,327.0,87914.0,6.0,1039.0,3158.0,746657,425.0,98517,336.0,85044.0,19.0,836.0,927251.0
121,9994,364,Kern,225.0,88139.0,18.0,1057.0,1647.0,748304,251.0,98768,528.0,85572.0,12.0,848.0,927251.0
122,9995,365,Kern,201.0,88340.0,8.0,1065.0,2213.0,750517,200.0,98968,300.0,85872.0,13.0,861.0,927251.0
123,9996,366,Kern,494.0,88834.0,9.0,1074.0,6079.0,756596,542.0,99510,298.0,86170.0,1.0,862.0,927251.0
124,9997,367,Kern,395.0,89229.0,7.0,1081.0,4713.0,761309,474.0,99984,315.0,86485.0,5.0,867.0,927251.0
125,9998,368,Kern,301.0,89530.0,9.0,1090.0,4615.0,765924,410.0,100394,286.0,86771.0,10.0,877.0,927251.0
126,9999,369,Kern,242.0,89772.0,10.0,1100.0,3917.0,769841,335.0,100729,385.0,87156.0,21.0,898.0,927251.0
127,10000,370,Kern,272.0,90044.0,6.0,1106.0,3246.0,773087,344.0,101073,314.0,87470.0,8.0,906.0,927251.0
128,10001,371,Kern,169.0,90213.0,7.0,1113.0,1408.0,774495,196.0,101269,449.0,87919.0,6.0,912.0,927251.0
129,10002,372,Kern,151.0,90364.0,5.0,1118.0,1762.0,776257,159.0,101428,227.0,88146.0,8.0,920.0,927251.0
130,10003,373,Kern,245.0,90609.0,6.0,1124.0,4842.0,781099,323.0,101751,234.0,88380.0,0.0,920.0,927251.0
131,10004,374,Kern,215.0,90824.0,7.0,1131.0,4635.0,785734,270.0,102021,304.0,88684.0,0.0,920.0,927251.0
132,10005,375,Kern,247.0,91071.0,7.0,1138.0,4025.0,789759,279.0,102300,249.0,88933.0,6.0,926.0,927251.0
133,10006,376,Kern,204.0,91275.0,7.0,1145.0,3979.0,793738,262.0,102562,291.0,89224.0,15.0,941.0,927251.0
134,10007,377,Kern,187.0,91462.0,3.0,1148.0,2730.0,796468,235.0,102797,308.0,89532.0,8.0,949.0,927251.0
135,10008,378,Kern,110.0,91572.0,4.0,1152.0,1341.0,797809,141.0,102938,383.0,89915.0,8.0,957.0,927251.0
136,10009,379,Kern,89.0,91661.0,4.0,1156.0,981.0,798790,103.0,103041,123.0,90038.0,2.0,959.0,927251.0
137,10010,380,Kern,158.0,91819.0,3.0,1159.0,4307.0,803097,171.0,103212,143.0,90181.0,0.0,959.0,927251.0
138,10011,381,Kern,144.0,91963.0,7.0,1166.0,4577.0,807674,175.0,103387,86.0,90267.0,0.0,959.0,927251.0
139,10012,382,Kern,132.0,92095.0,5.0,1171.0,3895.0,811569,153.0,103540,187.0,90454.0,3.0,962.0,927251.0
140,10013,383,Kern,119.0,92214.0,8.0,1179.0,3608.0,815177,142.0,103682,201.0,90655.0,-1.0,961.0,927251.0
141,10014,384,Kern,157.0,92371.0,2.0,1181.0,2829.0,818006,209.0,103891,152.0,90807.0,2.0,963.0,927251.0
142,10015,385,Kern,69.0,92440.0,5.0,1186.0,1141.0,819147,116.0,104007,218.0,91025.0,5.0,968.0,927251.0
143,10016,386,Kern,71.0,92511.0,3.0,1189.0,1579.0,820726,76.0,104083,116.0,91141.0,12.0,980.0,927251.0
144,10017,387,Kern,125.0,92636.0,3.0,1192.0,4824.0,825550,145.0,104228,60.0,91201.0,2.0,982.0,927251.0
145,10018,388,Kern,115.0,92751.0,4.0,1196.0,4570.0,830120,160.0,104388,189.0,91390.0,0.0,982.0,927251.0
146,10019,389,Kern,137.0,92888.0,5.0,1201.0,4913.0,835033,191.0,104579,135.0,91525.0,10.0,992.0,927251.0
147,10020,390,Kern,133.0,93021.0,4.0,1205.0,3444.0,838477,166.0,104745,210.0,91735.0,0.0,992.0,927251.0
148,10021,391,Kern,115.0,93136.0,3.0,1208.0,2663.0,841140,146.0,104891,149.0,91884.0,5.0,997.0,927251.0
149,10022,392,Kern,79.0,93215.0,7.0,1215.0,1205.0,842345,86.0,104977,169.0,92053.0,-1.0,996.0,927251.0
150,10023,393,Kern,60.0,93275.0,6.0,1221.0,2015.0,844360,58.0,105035,116.0,92169.0,16.0,1012.0,927251.0
151,10024,394,Kern,114.0,93389.0,2.0,1223.0,5692.0,850052,148.0,105183,50.0,92219.0,29.0,1041.0,927251.0
152,10025,395,Kern,87.0,93476.0,4.0,1227.0,4204.0,854256,124.0,105307,94.0,92313.0,5.0,1046.0,927251.0
153,10026,396,Kern,105.0,93581.0,4.0,1231.0,3678.0,857934,131.0,105438,121.0,92434.0,17.0,1063.0,927251.0
154,10027,397,Kern,74.0,93655.0,5.0,1236.0,3123.0,861057,103.0,105541,91.0,92525.0,7.0,1070.0,927251.0
155,10028,398,Kern,87.0,93742.0,4.0,1240.0,2425.0,863482,100.0,105641,76.0,92601.0,6.0,1076.0,927251.0
156,10029,399,Kern,38.0,93780.0,2.0,1242.0,883.0,864365,45.0,105686,83.0,92684.0,6.0,1082.0,927251.0
157,10030,400,Kern,46.0,93826.0,3.0,1245.0,1563.0,865928,45.0,105731,62.0,92746.0,4.0,1086.0,927251.0
158,10031,401,Kern,86.0,93912.0,3.0,1248.0,4676.0,870604,108.0,105839,111.0,92857.0,1.0,1087.0,927251.0
159,10032,402,Kern,67.0,93979.0,2.0,1250.0,4395.0,874999,92.0,105931,67.0,92924.0,1.0,1088.0,927251.0
160,10033,403,Kern,79.0,94058.0,0.0,1250.0,4540.0,879539,97.0,106028,41.0,92965.0,14.0,1102.0,927251.0
161,10034,404,Kern,66.0,94124.0,3.0,1253.0,3204.0,882743,79.0,106107,87.0,93052.0,19.0,1121.0,927251.0
162,10035,405,Kern,55.0,94179.0,3.0,1256.0,2104.0,884847,69.0,106176,90.0,93142.0,11.0,1132.0,927251.0
163,10036,406,Kern,35.0,94214.0,5.0,1261.0,876.0,885723,49.0,106225,55.0,93197.0,8.0,1140.0,927251.0
164,10037,407,Kern,39.0,94253.0,1.0,1262.0,689.0,886412,46.0,106271,55.0,93252.0,1.0,1141.0,927251.0
165,10038,408,Kern,81.0,94334.0,0.0,1262.0,5144.0,891556,108.0,106379,14.0,93266.0,0.0,1141.0,927251.0
166,10039,409,Kern,60.0,94394.0,3.0,1265.0,4623.0,896179,100.0,106479,74.0,93340.0,3.0,1144.0,927251.0
167,10040,410,Kern,65.0,94459.0,5.0,1270.0,3872.0,900051,79.0,106558,52.0,93392.0,5.0,1149.0,927251.0
168,10041,411,Kern,56.0,94515.0,2.0,1272.0,3220.0,903271,70.0,106628,66.0,93458.0,9.0,1158.0,927251.0
169,10042,412,Kern,57.0,94572.0,2.0,1274.0,2905.0,906176,69.0,106697,76.0,93534.0,-6.0,1152.0,927251.0
170,10043,413,Kern,33.0,94605.0,5.0,1279.0,785.0,906961,29.0,106726,72.0,93606.0,3.0,1155.0,927251.0
171,10044,414,Kern,29.0,94634.0,1.0,1280.0,769.0,907730,34.0,106760,43.0,93649.0,15.0,1170.0,927251.0
172,10045,415,Kern,64.0,94698.0,1.0,1281.0,5715.0,913445,88.0,106848,26.0,93675.0,8.0,1178.0,927251.0
173,10046,416,Kern,70.0,94768.0,1.0,1282.0,5371.0,918816,96.0,106944,53.0,93728.0,13.0,1191.0,927251.0
174,10047,417,Kern,107.0,94875.0,0.0,1282.0,5264.0,924080,133.0,107077,72.0,93800.0,7.0,1198.0,927251.0
175,10048,418,Kern,48.0,94923.0,1.0,1283.0,3717.0,927797,73.0,107150,57.0,93857.0,8.0,1206.0,927251.0
176,10049,419,Kern,32.0,94955.0,2.0,1285.0,2551.0,930348,40.0,107190,92.0,93949.0,5.0,1211.0,927251.0
177,10050,420,Kern,26.0,94981.0,4.0,1289.0,663.0,931011,24.0,107214,92.0,94041.0,6.0,1217.0,927251.0
178,10051,421,Kern,18.0,94999.0,1.0,1290.0,895.0,931906,20.0,107234,43.0,94084.0,2.0,1219.0,927251.0
179,10052,422,Kern,43.0,95042.0,3.0,1293.0,4589.0,936495,76.0,107310,14.0,94098.0,1.0,1220.0,927251.0
180,10053,423,Kern,48.0,95090.0,0.0,1293.0,4038.0,940533,60.0,107370,53.0,94151.0,1.0,1221.0,927251.0
181,10054,424,Kern,41.0,95131.0,2.0,1295.0,2066.0,942599,58.0,107428,54.0,94205.0,8.0,1229.0,927251.0
182,10055,425,Kern,41.0,95172.0,1.0,1296.0,2707.0,945306,43.0,107471,39.0,94244.0,4.0,1233.0,927251.0
0,10515,243,Kings,29.0,8047.0,0.0,81.0,872.0,90367,30.0,9116,3.0,7688.0,0.0,79.0,156444.0
1,10516,244,Kings,11.0,8058.0,0.0,81.0,811.0,91178,15.0,9131,28.0,7716.0,0.0,79.0,156444.0
2,10517,245,Kings,9.0,8067.0,0.0,81.0,244.0,91422,9.0,9140,171.0,7887.0,1.0,80.0,156444.0
3,10518,246,Kings,4.0,8071.0,0.0,81.0,345.0,91767,4.0,9144,32.0,7919.0,0.0,80.0,156444.0
4,10519,247,Kings,15.0,8086.0,0.0,81.0,1290.0,93057,15.0,9159,13.0,7932.0,0.0,80.0,156444.0
5,10520,248,Kings,97.0,8183.0,0.0,81.0,1175.0,94232,103.0,9262,11.0,7943.0,1.0,81.0,156444.0
6,10521,249,Kings,16.0,8199.0,0.0,81.0,777.0,95009,16.0,9278,5.0,7948.0,-1.0,80.0,156444.0
7,10522,250,Kings,15.0,8214.0,0.0,81.0,1104.0,96113,20.0,9298,20.0,7968.0,0.0,80.0,156444.0
8,10523,251,Kings,6.0,8220.0,0.0,81.0,791.0,96904,8.0,9306,25.0,7993.0,0.0,80.0,156444.0
9,10524,252,Kings,7.0,8227.0,0.0,81.0,223.0,97127,7.0,9313,85.0,8078.0,0.0,80.0,156444.0
10,10525,253,Kings,4.0,8231.0,0.0,81.0,149.0,97276,2.0,9315,16.0,8094.0,0.0,80.0,156444.0
11,10526,254,Kings,17.0,8248.0,0.0,81.0,1184.0,98460,15.0,9330,12.0,8106.0,0.0,80.0,156444.0
12,10527,255,Kings,6.0,8254.0,1.0,82.0,1096.0,99556,19.0,9349,5.0,8111.0,0.0,80.0,156444.0
13,10528,256,Kings,9.0,8263.0,0.0,82.0,778.0,100334,8.0,9357,7.0,8118.0,0.0,80.0,156444.0
14,10529,257,Kings,17.0,8280.0,0.0,82.0,766.0,101100,18.0,9375,16.0,8134.0,0.0,80.0,156444.0
15,10530,258,Kings,15.0,8295.0,0.0,82.0,549.0,101649,15.0,9390,12.0,8146.0,0.0,80.0,156444.0
16,10531,259,Kings,9.0,8304.0,0.0,82.0,130.0,101779,7.0,9397,5.0,8151.0,0.0,80.0,156444.0
17,10532,260,Kings,6.0,8310.0,0.0,82.0,93.0,101872,4.0,9401,8.0,8159.0,0.0,80.0,156444.0
18,10533,261,Kings,15.0,8325.0,0.0,82.0,1176.0,103048,17.0,9418,14.0,8173.0,0.0,80.0,156444.0
19,10534,262,Kings,18.0,8343.0,0.0,82.0,831.0,103879,18.0,9436,5.0,8178.0,0.0,80.0,156444.0
20,10535,263,Kings,18.0,8361.0,0.0,82.0,794.0,104673,15.0,9451,8.0,8186.0,0.0,80.0,156444.0
21,10536,264,Kings,27.0,8388.0,0.0,82.0,960.0,105633,26.0,9477,15.0,8201.0,2.0,82.0,156444.0
22,10537,265,Kings,251.0,8639.0,0.0,82.0,1775.0,107408,253.0,9730,17.0,8218.0,0.0,82.0,156444.0
23,10538,266,Kings,9.0,8648.0,0.0,82.0,174.0,107582,8.0,9738,10.0,8228.0,0.0,82.0,156444.0
24,10539,267,Kings,10.0,8658.0,0.0,82.0,245.0,107827,3.0,9741,18.0,8246.0,0.0,82.0,156444.0
25,10540,268,Kings,33.0,8691.0,0.0,82.0,1091.0,108918,37.0,9778,18.0,8264.0,0.0,82.0,156444.0
26,10541,269,Kings,22.0,8713.0,0.0,82.0,1280.0,110198,28.0,9806,147.0,8411.0,1.0,83.0,156444.0
27,10542,270,Kings,31.0,8744.0,0.0,82.0,1111.0,111309,34.0,9840,75.0,8486.0,-1.0,82.0,156444.0
28,10543,271,Kings,22.0,8766.0,0.0,82.0,1119.0,112428,30.0,9870,16.0,8502.0,0.0,82.0,156444.0
29,10544,272,Kings,154.0,8920.0,1.0,83.0,1514.0,113942,162.0,10032,62.0,8564.0,0.0,82.0,156444.0
30,10545,273,Kings,10.0,8930.0,0.0,83.0,147.0,114089,8.0,10040,48.0,8612.0,0.0,82.0,156444.0
31,10546,274,Kings,21.0,8951.0,0.0,83.0,568.0,114657,12.0,10052,29.0,8641.0,0.0,82.0,156444.0
32,10547,275,Kings,38.0,8989.0,0.0,83.0,1270.0,115927,45.0,10097,13.0,8654.0,0.0,82.0,156444.0
33,10548,276,Kings,30.0,9019.0,1.0,84.0,1146.0,117073,28.0,10125,129.0,8783.0,1.0,83.0,156444.0
34,10549,277,Kings,163.0,9182.0,0.0,84.0,3726.0,120799,163.0,10288,34.0,8817.0,0.0,83.0,156444.0
35,10550,278,Kings,34.0,9216.0,2.0,86.0,879.0,121678,36.0,10324,29.0,8846.0,0.0,83.0,156444.0
36,10551,279,Kings,155.0,9371.0,0.0,86.0,1249.0,122927,147.0,10471,37.0,8883.0,0.0,83.0,156444.0
37,10552,280,Kings,23.0,9394.0,0.0,86.0,325.0,123252,20.0,10491,122.0,9005.0,1.0,84.0,156444.0
38,10553,281,Kings,33.0,9427.0,0.0,86.0,925.0,124177,26.0,10517,21.0,9026.0,0.0,84.0,156444.0
39,10554,282,Kings,133.0,9560.0,0.0,86.0,1953.0,126130,132.0,10649,115.0,9141.0,0.0,84.0,156444.0
40,10555,283,Kings,70.0,9630.0,0.0,86.0,2261.0,128391,70.0,10719,95.0,9236.0,1.0,85.0,156444.0
41,10556,284,Kings,47.0,9677.0,0.0,86.0,877.0,129268,30.0,10749,27.0,9263.0,0.0,85.0,156444.0
42,10557,285,Kings,106.0,9783.0,0.0,86.0,2069.0,131337,124.0,10873,72.0,9335.0,0.0,85.0,156444.0
43,10558,286,Kings,66.0,9849.0,0.0,86.0,1316.0,132653,62.0,10935,93.0,9428.0,0.0,85.0,156444.0
44,10559,287,Kings,59.0,9908.0,0.0,86.0,381.0,133034,49.0,10984,62.0,9490.0,0.0,85.0,156444.0
45,10560,288,Kings,35.0,9943.0,0.0,86.0,926.0,133960,20.0,11004,43.0,9533.0,0.0,85.0,156444.0
46,10561,289,Kings,193.0,10136.0,0.0,86.0,2233.0,136193,211.0,11215,36.0,9569.0,0.0,85.0,156444.0
47,10562,290,Kings,266.0,10402.0,0.0,86.0,2624.0,138817,256.0,11471,84.0,9653.0,0.0,85.0,156444.0
48,10563,291,Kings,73.0,10475.0,0.0,86.0,1661.0,140478,84.0,11555,43.0,9696.0,0.0,85.0,156444.0
49,10564,292,Kings,148.0,10623.0,0.0,86.0,4046.0,144524,162.0,11717,67.0,9763.0,0.0,85.0,156444.0
50,10565,293,Kings,147.0,10770.0,0.0,86.0,1452.0,145976,171.0,11888,140.0,9903.0,0.0,85.0,156444.0
51,10566,294,Kings,47.0,10817.0,0.0,86.0,529.0,146505,53.0,11941,116.0,10019.0,0.0,85.0,156444.0
52,10567,295,Kings,48.0,10865.0,1.0,87.0,1247.0,147752,61.0,12002,16.0,10035.0,0.0,85.0,156444.0
53,10568,296,Kings,101.0,10966.0,0.0,87.0,2473.0,150225,112.0,12114,169.0,10204.0,0.0,85.0,156444.0
54,10569,297,Kings,419.0,11385.0,0.0,87.0,2910.0,153135,443.0,12557,134.0,10338.0,0.0,85.0,156444.0
55,10570,298,Kings,267.0,11652.0,0.0,87.0,1750.0,154885,370.0,12927,79.0,10417.0,0.0,85.0,156444.0
56,10571,299,Kings,35.0,11687.0,2.0,89.0,89.0,154974,19.0,12946,58.0,10475.0,0.0,85.0,156444.0
57,10572,300,Kings,55.0,11742.0,0.0,89.0,231.0,155205,38.0,12984,192.0,10667.0,0.0,85.0,156444.0
58,10573,301,Kings,86.0,11828.0,0.0,89.0,496.0,155701,87.0,13071,403.0,11070.0,0.0,85.0,156444.0
59,10574,302,Kings,64.0,11892.0,1.0,90.0,873.0,156574,45.0,13116,177.0,11247.0,0.0,85.0,156444.0
60,10575,303,Kings,148.0,12040.0,1.0,91.0,2433.0,159007,189.0,13305,99.0,11346.0,0.0,85.0,156444.0
61,10576,304,Kings,146.0,12186.0,2.0,93.0,4594.0,163601,169.0,13474,69.0,11415.0,1.0,86.0,156444.0
62,10577,305,Kings,313.0,12499.0,1.0,94.0,2170.0,165771,324.0,13798,116.0,11531.0,0.0,86.0,156444.0
63,10578,306,Kings,353.0,12852.0,1.0,95.0,1880.0,167651,386.0,14184,127.0,11658.0,1.0,87.0,156444.0
64,10579,307,Kings,99.0,12951.0,3.0,98.0,857.0,168508,95.0,14279,109.0,11767.0,1.0,88.0,156444.0
65,10580,308,Kings,93.0,13044.0,0.0,98.0,618.0,169126,88.0,14367,131.0,11898.0,2.0,90.0,156444.0
66,10581,309,Kings,79.0,13123.0,2.0,100.0,1070.0,170196,90.0,14457,158.0,12056.0,0.0,90.0,156444.0
67,10582,310,Kings,269.0,13392.0,1.0,101.0,2652.0,172848,354.0,14811,356.0,12412.0,0.0,90.0,156444.0
68,10583,311,Kings,140.0,13532.0,4.0,105.0,4407.0,177255,159.0,14970,211.0,12623.0,0.0,90.0,156444.0
69,10584,312,Kings,152.0,13684.0,0.0,105.0,2648.0,179903,170.0,15140,93.0,12716.0,2.0,92.0,156444.0
70,10585,313,Kings,145.0,13829.0,0.0,105.0,1557.0,181460,160.0,15300,277.0,12993.0,0.0,92.0,156444.0
71,10586,314,Kings,151.0,13980.0,0.0,105.0,958.0,182418,134.0,15434,125.0,13118.0,2.0,94.0,156444.0
72,10587,315,Kings,143.0,14123.0,1.0,106.0,913.0,183331,143.0,15577,87.0,13205.0,2.0,96.0,156444.0
73,10588,316,Kings,87.0,14210.0,1.0,107.0,1006.0,184337,87.0,15664,152.0,13357.0,1.0,97.0,156444.0
74,10589,317,Kings,277.0,14487.0,0.0,107.0,2285.0,186622,318.0,15982,134.0,13491.0,0.0,97.0,156444.0
75,10590,318,Kings,183.0,14670.0,0.0,107.0,3747.0,190369,198.0,16180,161.0,13652.0,0.0,97.0,156444.0
76,10591,319,Kings,164.0,14834.0,2.0,109.0,2115.0,192484,228.0,16408,82.0,13734.0,2.0,99.0,156444.0
77,10592,320,Kings,179.0,15013.0,0.0,109.0,2253.0,194737,243.0,16651,323.0,14057.0,-1.0,98.0,156444.0
78,10593,321,Kings,99.0,15112.0,2.0,111.0,996.0,195733,131.0,16782,227.0,14284.0,0.0,98.0,156444.0
79,10594,322,Kings,126.0,15238.0,2.0,113.0,945.0,196678,158.0,16940,190.0,14474.0,2.0,100.0,156444.0
80,10595,323,Kings,79.0,15317.0,2.0,115.0,1020.0,197698,77.0,17017,155.0,14629.0,0.0,100.0,156444.0
81,10596,324,Kings,218.0,15535.0,3.0,118.0,2060.0,199758,263.0,17280,131.0,14760.0,0.0,100.0,156444.0
82,10597,325,Kings,249.0,15784.0,3.0,121.0,4435.0,204193,275.0,17555,95.0,14855.0,2.0,102.0,156444.0
83,10598,326,Kings,139.0,15923.0,0.0,121.0,1986.0,206179,191.0,17746,68.0,14923.0,3.0,105.0,156444.0
84,10599,327,Kings,78.0,16001.0,3.0,124.0,564.0,206743,69.0,17815,288.0,15211.0,3.0,108.0,156444.0
85,10600,328,Kings,40.0,16041.0,2.0,126.0,81.0,206824,14.0,17829,249.0,15460.0,0.0,108.0,156444.0
86,10601,329,Kings,110.0,16151.0,2.0,128.0,627.0,207451,125.0,17954,57.0,15517.0,0.0,108.0,156444.0
87,10602,330,Kings,118.0,16269.0,2.0,130.0,1034.0,208485,121.0,18075,76.0,15593.0,0.0,108.0,156444.0
88,10603,331,Kings,236.0,16505.0,0.0,130.0,2735.0,211220,323.0,18398,140.0,15733.0,0.0,108.0,156444.0
89,10604,332,Kings,216.0,16721.0,2.0,132.0,3364.0,214584,256.0,18654,44.0,15777.0,0.0,108.0,156444.0
90,10605,333,Kings,169.0,16890.0,1.0,133.0,1726.0,216310,223.0,18877,85.0,15862.0,0.0,108.0,156444.0
91,10606,334,Kings,119.0,17009.0,0.0,133.0,726.0,217036,117.0,18994,215.0,16077.0,0.0,108.0,156444.0
92,10607,335,Kings,75.0,17084.0,0.0,133.0,103.0,217139,39.0,19033,281.0,16358.0,0.0,108.0,156444.0
93,10608,336,Kings,183.0,17267.0,4.0,137.0,782.0,217921,230.0,19263,157.0,16515.0,0.0,108.0,156444.0
94,10609,337,Kings,92.0,17359.0,2.0,139.0,1056.0,218977,136.0,19399,78.0,16593.0,0.0,108.0,156444.0
95,10610,338,Kings,267.0,17626.0,1.0,140.0,2950.0,221927,295.0,19694,208.0,16801.0,0.0,108.0,156444.0
96,10611,339,Kings,271.0,17897.0,5.0,145.0,3828.0,225755,309.0,20003,59.0,16860.0,0.0,108.0,156444.0
97,10612,340,Kings,198.0,18095.0,2.0,147.0,1758.0,227513,231.0,20234,159.0,17019.0,0.0,108.0,156444.0
98,10613,341,Kings,194.0,18289.0,1.0,148.0,1273.0,228786,206.0,20440,219.0,17238.0,0.0,108.0,156444.0
99,10614,342,Kings,128.0,18417.0,2.0,150.0,857.0,229643,142.0,20582,203.0,17441.0,0.0,108.0,156444.0
100,10615,343,Kings,128.0,18545.0,3.0,153.0,712.0,230355,157.0,20739,238.0,17679.0,0.0,108.0,156444.0
101,10616,344,Kings,95.0,18640.0,4.0,157.0,1060.0,231415,114.0,20853,133.0,17812.0,0.0,108.0,156444.0
102,10617,345,Kings,218.0,18858.0,2.0,159.0,2370.0,233785,268.0,21121,97.0,17909.0,0.0,108.0,156444.0
103,10618,346,Kings,264.0,19122.0,1.0,160.0,4243.0,238028,311.0,21432,163.0,18072.0,0.0,108.0,156444.0
104,10619,347,Kings,208.0,19330.0,2.0,162.0,1803.0,239831,250.0,21682,49.0,18121.0,0.0,108.0,156444.0
105,10620,348,Kings,165.0,19495.0,1.0,163.0,1224.0,241055,208.0,21890,284.0,18405.0,0.0,108.0,156444.0
106,10621,349,Kings,129.0,19624.0,0.0,163.0,821.0,241876,150.0,22040,256.0,18661.0,23.0,131.0,156444.0
107,10622,350,Kings,107.0,19731.0,2.0,165.0,717.0,242593,176.0,22216,411.0,19072.0,0.0,131.0,156444.0
108,10623,351,Kings,56.0,19787.0,0.0,165.0,308.0,242901,68.0,22284,129.0,19201.0,0.0,131.0,156444.0
109,10624,352,Kings,136.0,19923.0,4.0,169.0,1903.0,244804,176.0,22460,66.0,19267.0,10.0,141.0,156444.0
110,10625,353,Kings,168.0,20091.0,3.0,172.0,3807.0,248611,217.0,22677,108.0,19375.0,2.0,143.0,156444.0
111,10626,354,Kings,139.0,20230.0,1.0,173.0,2354.0,250965,171.0,22848,147.0,19522.0,3.0,146.0,156444.0
112,10627,355,Kings,89.0,20319.0,3.0,176.0,1545.0,252510,137.0,22985,111.0,19633.0,12.0,158.0,156444.0
113,10628,356,Kings,70.0,20389.0,3.0,179.0,809.0,253319,106.0,23091,127.0,19760.0,1.0,159.0,156444.0
114,10629,357,Kings,76.0,20465.0,2.0,181.0,458.0,253777,103.0,23194,144.0,19904.0,0.0,159.0,156444.0
115,10630,358,Kings,44.0,20509.0,1.0,182.0,945.0,254722,81.0,23275,84.0,19988.0,0.0,159.0,156444.0
116,10631,359,Kings,126.0,20635.0,3.0,185.0,2658.0,257380,166.0,23441,79.0,20067.0,0.0,159.0,156444.0
117,10632,360,Kings,120.0,20755.0,1.0,186.0,3498.0,260878,154.0,23595,89.0,20156.0,0.0,159.0,156444.0
118,10633,361,Kings,58.0,20813.0,3.0,189.0,1419.0,262297,56.0,23651,55.0,20211.0,8.0,167.0,156444.0
119,10634,362,Kings,106.0,20919.0,2.0,191.0,1103.0,263400,137.0,23788,117.0,20328.0,0.0,167.0,156444.0
120,10635,363,Kings,59.0,20978.0,3.0,194.0,657.0,264057,59.0,23847,138.0,20466.0,2.0,169.0,156444.0
121,10636,364,Kings,39.0,21017.0,4.0,198.0,320.0,264377,55.0,23902,139.0,20605.0,0.0,169.0,156444.0
122,10637,365,Kings,70.0,21087.0,2.0,200.0,916.0,265293,76.0,23978,104.0,20709.0,3.0,172.0,156444.0
123,10638,366,Kings,83.0,21170.0,0.0,200.0,2619.0,267912,99.0,24077,37.0,20746.0,0.0,172.0,156444.0
124,10639,367,Kings,90.0,21260.0,1.0,201.0,3489.0,271401,107.0,24184,39.0,20785.0,0.0,172.0,156444.0
125,10640,368,Kings,77.0,21337.0,2.0,203.0,1708.0,273109,117.0,24301,46.0,20831.0,0.0,172.0,156444.0
126,10641,369,Kings,59.0,21396.0,0.0,203.0,1005.0,274114,67.0,24368,87.0,20918.0,15.0,187.0,156444.0
127,10642,370,Kings,50.0,21446.0,3.0,206.0,652.0,274766,51.0,24419,103.0,21021.0,3.0,190.0,156444.0
128,10643,371,Kings,37.0,21483.0,2.0,208.0,363.0,275129,51.0,24470,135.0,21156.0,0.0,190.0,156444.0
129,10644,372,Kings,30.0,21513.0,2.0,210.0,677.0,275806,28.0,24498,24.0,21180.0,2.0,192.0,156444.0
130,10645,373,Kings,60.0,21573.0,2.0,212.0,2692.0,278498,84.0,24582,52.0,21232.0,3.0,195.0,156444.0
131,10646,374,Kings,62.0,21635.0,2.0,214.0,3286.0,281784,87.0,24669,43.0,21275.0,1.0,196.0,156444.0
