date,County,area_type,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,population
243,Alameda,County,77,21886,4,381,6296,592660,110,26223,78,21349,3,383,1685886
244,Alameda,County,60,21946,2,383,6977,599637,108,26331,55,21404,-1,382,1685886
245,Alameda,County,54,22000,1,384,3293,602930,43,26374,106,21510,4,386,1685886
246,Alameda,County,46,22046,0,384,1985,604915,43,26417,87,21597,-3,383,1685886
247,Alameda,County,96,22142,0,384,7446,612361,119,26536,40,21637,0,383,1685886
248,Alameda,County,88,22230,0,384,8282,620643,125,26661,61,21698,2,385,1685886
249,Alameda,County,90,22320,1,385,7666,628309,104,26765,38,21736,10,395,1685886
250,Alameda,County,77,22397,2,387,6711,635020,103,26868,90,21826,0,395,1685886
251,Alameda,County,80,22477,1,388,7506,642526,120,26988,98,21924,4,399,1685886
252,Alameda,County,48,22525,1,389,3084,645610,48,27036,55,21979,-1,398,1685886
253,Alameda,County,50,22575,1,390,1743,647353,28,27064,78,22057,-6,392,1685886
254,Alameda,County,89,22664,1,391,7481,654834,108,27172,69,22126,-3,389,1685886
255,Alameda,County,79,22743,1,392,8511,663345,96,27268,59,22185,0,389,1685886
256,Alameda,County,104,22847,1,393,7288,670633,141,27409,42,22227,9,398,1685886
257,Alameda,County,97,22944,1,394,6853,677486,147,27556,40,22267,-8,390,1685886
258,Alameda,County,68,23012,0,394,7352,684838,100,27656,48,22315,7,397,1685886
259,Alameda,County,54,23066,0,394,3490,688328,60,27716,79,22394,1,398,1685886
260,Alameda,County,46,23112,0,394,1919,690247,32,27748,152,22546,-6,392,1685886
261,Alameda,County,104,23216,1,395,8499,698746,124,27872,101,22647,0,392,1685886
262,Alameda,County,109,23325,0,395,8976,707722,128,28000,103,22750,-1,391,1685886
263,Alameda,County,103,23428,1,396,7343,715065,102,28102,103,22853,1,392,1685886
264,Alameda,County,89,23517,0,396,7127,722192,105,28207,62,22915,1,393,1685886
265,Alameda,County,101,23618,0,396,7674,729866,125,28332,132,23047,0,393,1685886
266,Alameda,County,72,23690,1,397,3328,733194,63,28395,52,23099,5,398,1685886
267,Alameda,County,70,23760,1,398,1980,735174,41,28436,93,23192,0,398,1685886
268,Alameda,County,106,23866,0,398,8452,743626,132,28568,92,23284,0,398,1685886
269,Alameda,County,112,23978,0,398,9942,753568,136,28704,81,23365,2,400,1685886
270,Alameda,County,112,24090,2,400,8030,761598,118,28822,103,23468,0,400,1685886
271,Alameda,County,100,24190,5,405,7881,769479,130,28952,62,23530,1,401,1685886
272,Alameda,County,163,24353,0,405,7923,777402,141,29093,146,23676,0,401,1685886
273,Alameda,County,79,24432,2,407,3537,780939,78,29171,104,23780,15,416,1685886
274,Alameda,County,115,24547,3,410,2565,783504,50,29221,112,23892,3,419,1685886
275,Alameda,County,162,24709,1,411,9377,792881,175,29396,99,23991,0,419,1685886
276,Alameda,County,196,24905,0,411,9354,802235,186,29582,64,24055,-1,418,1685886
277,Alameda,County,184,25089,1,412,8156,810391,192,29774,117,24172,0,418,1685886
278,Alameda,County,178,25267,1,413,8231,818622,233,30007,98,24270,2,420,1685886
279,Alameda,County,178,25445,2,415,8138,826760,185,30192,119,24389,0,420,1685886
280,Alameda,County,132,25577,0,415,4107,830867,132,30324,189,24578,4,424,1685886
281,Alameda,County,110,25687,2,417,2571,833438,61,30385,153,24731,0,424,1685886
282,Alameda,County,228,25915,0,417,10359,843797,232,30617,168,24899,0,424,1685886
283,Alameda,County,249,26164,0,417,10457,854254,222,30839,109,25008,0,424,1685886
284,Alameda,County,230,26394,0,417,6666,860920,221,31060,132,25140,5,429,1685886
285,Alameda,County,242,26636,4,421,10473,871393,269,31329,205,25345,3,432,1685886
286,Alameda,County,267,26903,3,424,10071,881464,298,31627,170,25515,2,434,1685886
287,Alameda,County,216,27119,2,426,4860,886324,200,31827,199,25714,1,435,1685886
288,Alameda,County,266,27385,1,427,3115,889439,182,32009,165,25879,1,436,1685886
289,Alameda,County,320,27705,2,429,11804,901243,378,32387,184,26063,0,436,1685886
290,Alameda,County,347,28052,1,430,12310,913553,336,32723,362,26425,3,439,1685886
291,Alameda,County,324,28376,1,431,11853,925406,367,33090,185,26610,1,440,1685886
292,Alameda,County,262,28638,1,432,12415,937821,342,33432,361,26971,1,441,1685886
293,Alameda,County,345,28983,0,432,12972,950793,393,33825,250,27221,3,444,1685886
294,Alameda,County,211,29194,0,432,6741,957534,237,34062,203,27424,0,444,1685886
295,Alameda,County,184,29378,0,432,3371,960905,131,34193,48,27472,0,444,1685886
296,Alameda,County,434,29812,0,432,15041,975946,486,34679,246,27718,0,444,1685886
297,Alameda,County,412,30224,2,434,12614,988560,408,35087,312,28030,0,444,1685886
298,Alameda,County,478,30702,1,435,10258,998818,554,35641,348,28378,3,447,1685886
299,Alameda,County,216,30918,1,436,1574,1000392,124,35765,419,28797,0,447,1685886
300,Alameda,County,412,31330,1,437,5511,1005903,337,36102,267,29064,3,450,1685886
301,Alameda,County,438,31768,2,439,6442,1012345,480,36582,304,29368,6,456,1685886
302,Alameda,County,309,32077,3,442,3377,1015722,189,36771,550,29918,1,457,1685886
303,Alameda,County,785,32862,4,446,15641,1031363,839,37610,54,29972,0,457,1685886
304,Alameda,County,816,33678,0,446,15103,1046466,844,38454,280,30252,3,460,1685886
305,Alameda,County,686,34364,2,448,13579,1060045,783,39237,445,30697,3,463,1685886
306,Alameda,County,622,34986,4,452,13239,1073284,809,40046,487,31184,2,465,1685886
307,Alameda,County,758,35744,0,452,13283,1086567,838,40884,687,31871,0,465,1685886
308,Alameda,County,550,36294,6,458,6715,1093282,556,41440,910,32781,0,465,1685886
309,Alameda,County,358,36652,7,465,3734,1097016,262,41702,696,33477,0,465,1685886
310,Alameda,County,970,37622,4,469,15777,1112793,1096,42798,410,33887,1,466,1685886
311,Alameda,County,862,38484,8,477,15109,1127902,1033,43831,486,34373,3,469,1685886
312,Alameda,County,896,39380,4,481,14329,1142231,1082,44913,674,35047,1,470,1685886
313,Alameda,County,843,40223,2,483,13594,1155825,1013,45926,639,35686,7,477,1685886
314,Alameda,County,769,40992,5,488,13260,1169085,870,46796,595,36281,5,482,1685886
315,Alameda,County,569,41561,7,495,7735,1176820,638,47434,746,37027,4,486,1685886
316,Alameda,County,435,41996,5,500,4471,1181291,381,47815,1037,38064,0,486,1685886
317,Alameda,County,1192,43188,5,505,16213,1197504,1282,49097,1188,39252,1,487,1685886
318,Alameda,County,893,44081,7,512,15489,1212993,1099,50196,774,40026,5,492,1685886
319,Alameda,County,856,44937,3,515,14615,1227608,1057,51253,725,40751,5,497,1685886
320,Alameda,County,853,45790,11,526,14911,1242519,1066,52319,797,41548,11,508,1685886
321,Alameda,County,801,46591,8,534,14183,1256702,949,53268,648,42196,7,515,1685886
322,Alameda,County,536,47127,13,547,7794,1264496,610,53878,913,43109,1,516,1685886
323,Alameda,County,444,47571,6,553,5534,1270030,412,54290,895,44004,0,516,1685886
324,Alameda,County,882,48453,7,560,17124,1287154,1141,55431,752,44756,2,518,1685886
325,Alameda,County,900,49353,7,567,15309,1302463,1106,56537,995,45751,16,534,1685886
326,Alameda,County,885,50238,10,577,13163,1315626,1014,57551,1002,46753,3,537,1685886
327,Alameda,County,566,50804,11,588,7295,1322921,567,58118,774,47527,4,541,1685886
328,Alameda,County,328,51132,11,599,2002,1324923,213,58331,838,48365,1,542,1685886
329,Alameda,County,559,51691,9,608,5440,1330363,524,58855,719,49084,9,551,1685886
330,Alameda,County,606,52297,6,614,4997,1335360,528,59383,680,49764,0,551,1685886
331,Alameda,County,1241,53538,10,624,16471,1351831,1414,60797,641,50405,0,551,1685886
332,Alameda,County,1036,54574,12,636,14712,1366543,1336,62133,541,50946,1,552,1685886
333,Alameda,County,1059,55633,11,647,13309,1379852,1321,63454,-788,50158,21,573,1685886
334,Alameda,County,761,56394,14,661,7698,1387550,739,64193,2317,52475,6,579,1685886
335,Alameda,County,523,56917,9,670,2651,1390201,267,64460,1043,53518,0,579,1685886
336,Alameda,County,646,57563,16,686,5960,1396161,637,65097,1000,54518,2,581,1685886
337,Alameda,County,613,58176,11,697,5495,1401656,536,65633,564,55082,-1,580,1685886
338,Alameda,County,1237,59413,16,713,16183,1417839,1420,67053,817,55899,3,583,1685886
339,Alameda,County,1248,60661,10,723,17625,1435464,1485,68538,533,56432,19,602,1685886
340,Alameda,County,1141,61802,7,730,14850,1450314,1327,69865,649,57081,14,616,1685886
341,Alameda,County,857,62659,10,740,13859,1464173,1035,70900,840,57921,16,632,1685886
342,Alameda,County,927,63586,11,751,13019,1477192,1062,71962,1251,59172,14,646,1685886
343,Alameda,County,538,64124,15,766,6839,1484031,621,72583,953,60125,3,649,1685886
344,Alameda,County,506,64630,9,775,5582,1489613,464,73047,986,61111,1,650,1685886
345,Alameda,County,971,65601,21,796,16973,1506586,1228,74275,838,61949,2,652,1685886
346,Alameda,County,852,66453,14,810,16143,1522729,1081,75356,693,62642,25,677,1685886
347,Alameda,County,810,67263,10,820,15179,1537908,1051,76407,926,63568,13,690,1685886
348,Alameda,County,745,68008,12,832,14349,1552257,1009,77416,796,64364,-4,686,1685886
349,Alameda,County,633,68641,7,839,12843,1565100,868,78284,1052,65416,-14,672,1685886
350,Alameda,County,421,69062,12,851,6391,1571491,555,78839,1167,66583,1,673,1685886
351,Alameda,County,306,69368,9,860,4055,1575546,285,79124,792,67375,3,676,1685886
352,Alameda,County,574,69942,4,864,9897,1585443,605,79729,563,67938,4,680,1685886
353,Alameda,County,682,70624,13,877,17378,1602821,795,80524,496,68434,0,680,1685886
354,Alameda,County,664,71288,13,890,15314,1618135,810,81334,351,68785,22,702,1685886
355,Alameda,County,520,71808,15,905,13952,1632087,654,81988,529,69314,37,739,1685886
356,Alameda,County,441,72249,6,911,12651,1644738,594,82582,379,69693,12,751,1685886
357,Alameda,County,326,72575,8,919,5297,1650035,382,82964,387,70080,29,780,1685886
358,Alameda,County,243,72818,11,930,3688,1653723,201,83165,743,70823,0,780,1685886
359,Alameda,County,507,73325,8,938,15366,1669089,672,83837,432,71255,0,780,1685886
360,Alameda,County,440,73765,12,950,14004,1683093,634,84471,596,71851,9,789,1685886
361,Alameda,County,383,74148,8,958,11217,1694310,412,84883,337,72188,26,815,1685886
362,Alameda,County,432,74580,9,967,12073,1706383,565,85448,570,72758,18,833,1685886
363,Alameda,County,437,75017,8,975,12287,1718670,605,86053,452,73210,8,841,1685886
364,Alameda,County,278,75295,9,984,4677,1723347,311,86364,412,73622,9,850,1685886
365,Alameda,County,203,75498,5,989,3342,1726689,122,86486,357,73979,7,857,1685886
366,Alameda,County,428,75926,10,999,15824,1742513,585,87071,395,74374,1,858,1685886
367,Alameda,County,355,76281,7,1006,14673,1757186,514,87585,268,74642,11,869,1685886
368,Alameda,County,345,76626,7,1013,12274,1769460,434,88019,326,74968,11,880,1685886
369,Alameda,County,334,76960,11,1024,12865,1782325,471,88490,454,75422,19,899,1685886
370,Alameda,County,285,77245,6,1030,11582,1793907,394,88884,294,75716,17,916,1685886
371,Alameda,County,226,77471,3,1033,4925,1798832,203,89087,454,76170,6,922,1685886
372,Alameda,County,158,77629,7,1040,3275,1802107,166,89253,330,76500,2,924,1685886
373,Alameda,County,303,77932,6,1046,15361,1817468,460,89713,235,76735,0,924,1685886
374,Alameda,County,267,78199,8,1054,14497,1831965,391,90104,283,77018,12,936,1685886
375,Alameda,County,265,78464,7,1061,12366,1844331,339,90443,326,77344,8,944,1685886
376,Alameda,County,204,78668,7,1068,11923,1856254,330,90773,220,77564,16,960,1685886
377,Alameda,County,228,78896,7,1075,10315,1866569,332,91105,394,77958,14,974,1685886
378,Alameda,County,135,79031,13,1088,4381,1870950,207,91312,288,78246,21,995,1685886
379,Alameda,County,118,79149,6,1094,2677,1873627,117,91429,196,78442,0,995,1685886
380,Alameda,County,157,79306,2,1096,6398,1880025,162,91591,205,78647,1,996,1685886
381,Alameda,County,200,79506,4,1100,16393,1896418,365,91956,109,78756,1,997,1685886
382,Alameda,County,174,79680,5,1105,11853,1908271,236,92192,139,78895,5,1002,1685886
383,Alameda,County,161,79841,3,1108,10388,1918659,233,92425,216,79111,10,1012,1685886
384,Alameda,County,147,79988,3,1111,10700,1929359,208,92633,207,79318,35,1047,1685886
385,Alameda,County,107,80095,4,1115,4490,1933849,130,92763,178,79496,8,1055,1685886
386,Alameda,County,93,80188,4,1119,3332,1937181,83,92846,153,79649,6,1061,1685886
387,Alameda,County,198,80386,4,1123,13220,1950401,264,93110,147,79796,1,1062,1685886
388,Alameda,County,152,80538,9,1132,13304,1963705,218,93328,152,79948,8,1070,1685886
389,Alameda,County,138,80676,2,1134,12351,1976056,182,93510,122,80070,12,1082,1685886
390,Alameda,County,123,80799,6,1140,10858,1986914,171,93681,111,80181,11,1093,1685886
391,Alameda,County,121,80920,2,1142,10261,1997175,182,93863,206,80387,13,1106,1685886
392,Alameda,County,96,81016,2,1144,4180,2001355,130,93993,178,80565,2,1108,1685886
393,Alameda,County,74,81090,0,1144,2955,2004310,60,94053,162,80727,-3,1105,1685886
394,Alameda,County,123,81213,4,1148,13655,2017965,154,94207,78,80805,0,1105,1685886
395,Alameda,County,126,81339,3,1151,12962,2030927,186,94393,99,80904,11,1116,1685886
396,Alameda,County,118,81457,2,1153,10864,2041791,138,94531,68,80972,11,1127,1685886
397,Alameda,County,120,81577,2,1155,10462,2052253,173,94704,143,81115,9,1136,1685886
398,Alameda,County,112,81689,1,1156,9631,2061884,135,94839,100,81215,5,1141,1685886
399,Alameda,County,87,81776,1,1157,4063,2065947,105,94944,95,81310,2,1143,1685886
400,Alameda,County,54,81830,1,1158,3418,2069365,33,94977,103,81413,2,1145,1685886
401,Alameda,County,119,81949,2,1160,13423,2082788,144,95121,130,81543,-3,1142,1685886
402,Alameda,County,114,82063,1,1161,13395,2096183,153,95274,75,81618,9,1151,1685886
403,Alameda,County,85,82148,1,1162,10792,2106975,123,95397,83,81701,9,1160,1685886
404,Alameda,County,108,82256,0,1162,10246,2117221,150,95547,108,81809,4,1164,1685886
405,Alameda,County,93,82349,1,1163,9599,2126820,144,95691,89,81898,0,1164,1685886
406,Alameda,County,78,82427,5,1168,3454,2130274,100,95791,112,82010,4,1168,1685886
407,Alameda,County,60,82487,1,1169,3040,2133314,51,95842,106,82116,0,1168,1685886
408,Alameda,County,86,82573,2,1171,12739,2146053,117,95959,43,82159,-1,1167,1685886
409,Alameda,County,88,82661,3,1174,13428,2159481,129,96088,100,82259,10,1177,1685886
410,Alameda,County,115,82776,3,1177,11761,2171242,129,96217,94,82353,8,1185,1685886
411,Alameda,County,76,82852,1,1178,9375,2180617,93,96310,66,82419,4,1189,1685886
412,Alameda,County,84,82936,2,1180,9543,2190160,105,96415,80,82499,-2,1187,1685886
413,Alameda,County,73,83009,2,1182,4046,2194206,77,96492,115,82614,-9,1178,1685886
414,Alameda,County,69,83078,1,1183,2992,2197198,49,96541,70,82684,9,1187,1685886
415,Alameda,County,88,83166,1,1184,13060,2210258,134,96675,64,82748,2,1189,1685886
416,Alameda,County,92,83258,3,1187,11418,2221676,139,96814,51,82799,1,1190,1685886
417,Alameda,County,103,83361,1,1188,10827,2232503,139,96953,72,82871,9,1199,1685886
418,Alameda,County,95,83456,2,1190,9528,2242031,139,97092,74,82945,7,1206,1685886
419,Alameda,County,98,83554,0,1190,7270,2249301,133,97225,98,83043,2,1208,1685886
420,Alameda,County,62,83616,2,1192,3877,2253178,84,97309,126,83169,3,1211,1685886
421,Alameda,County,72,83688,0,1192,3277,2256455,47,97356,70,83239,1,1212,1685886
422,Alameda,County,122,83810,1,1193,14716,2271171,141,97497,99,83338,-1,1211,1685886
423,Alameda,County,101,83911,0,1193,11745,2282916,129,97626,57,83395,0,1211,1685886
424,Alameda,County,100,84011,1,1194,10571,2293487,126,97752,80,83475,4,1215,1685886
425,Alameda,County,82,84093,2,1196,9038,2302525,127,97879,99,83574,1,1216,1685886
243,Amador,County,0,300,0,16,337,19955,0,340,0,294,0,16,38531
244,Amador,County,0,300,0,16,115,20070,2,342,2,296,0,16,38531
245,Amador,County,1,301,0,16,36,20106,2,344,0,296,0,16,38531
246,Amador,County,1,302,0,16,43,20149,0,344,1,297,0,16,38531
247,Amador,County,2,304,0,16,154,20303,2,346,2,299,0,16,38531
248,Amador,County,0,304,0,16,440,20743,1,347,2,301,0,16,38531
249,Amador,County,2,306,0,16,584,21327,1,348,1,302,0,16,38531
250,Amador,County,0,306,0,16,426,21753,2,350,0,302,0,16,38531
251,Amador,County,1,307,0,16,341,22094,1,351,1,303,0,16,38531
252,Amador,County,0,307,0,16,41,22135,0,351,1,304,0,16,38531
253,Amador,County,1,308,0,16,27,22162,0,351,1,305,0,16,38531
254,Amador,County,2,310,0,16,103,22265,1,352,0,305,0,16,38531
255,Amador,County,1,311,0,16,262,22527,1,353,1,306,0,16,38531
256,Amador,County,2,313,0,16,281,22808,4,357,2,308,0,16,38531
257,Amador,County,2,315,0,16,242,23050,0,357,1,309,0,16,38531
258,Amador,County,0,315,0,16,201,23251,0,357,0,309,0,16,38531
259,Amador,County,0,315,0,16,37,23288,0,357,0,309,0,16,38531
260,Amador,County,2,317,0,16,81,23369,0,357,4,313,0,16,38531
261,Amador,County,12,329,0,16,325,23694,10,367,0,313,0,16,38531
262,Amador,County,6,335,0,16,281,23975,5,372,0,313,0,16,38531
263,Amador,County,1,336,0,16,84,24059,1,373,0,313,0,16,38531
264,Amador,County,5,341,0,16,217,24276,5,378,4,317,0,16,38531
265,Amador,County,4,345,0,16,383,24659,3,381,7,324,0,16,38531
266,Amador,County,1,346,0,16,65,24724,3,384,4,328,0,16,38531
267,Amador,County,1,347,0,16,46,24770,1,385,2,330,0,16,38531
268,Amador,County,11,358,0,16,518,25288,5,390,1,331,0,16,38531
269,Amador,County,4,362,0,16,523,25811,6,396,4,335,0,16,38531
270,Amador,County,3,365,0,16,161,25972,2,398,2,337,0,16,38531
271,Amador,County,3,368,0,16,250,26222,5,403,1,338,0,16,38531
272,Amador,County,4,372,0,16,167,26389,3,406,6,344,0,16,38531
273,Amador,County,0,372,0,16,52,26441,3,409,3,347,0,16,38531
274,Amador,County,4,376,0,16,253,26694,6,415,5,352,0,16,38531
275,Amador,County,3,379,0,16,246,26940,4,419,5,357,0,16,38531
276,Amador,County,8,387,0,16,203,27143,4,423,4,361,0,16,38531
277,Amador,County,5,392,0,16,279,27422,5,428,1,362,0,16,38531
278,Amador,County,3,395,0,16,161,27583,5,433,1,363,0,16,38531
279,Amador,County,3,398,0,16,303,27886,1,434,6,369,0,16,38531
280,Amador,County,2,400,0,16,56,27942,0,434,6,375,0,16,38531
281,Amador,County,3,403,0,16,221,28163,8,442,1,376,0,16,38531
282,Amador,County,7,410,0,16,368,28531,5,447,4,380,0,16,38531
283,Amador,County,9,419,0,16,158,28689,10,457,4,384,0,16,38531
284,Amador,County,6,425,0,16,175,28864,2,459,5,389,0,16,38531
285,Amador,County,7,432,0,16,485,29349,13,472,3,392,0,16,38531
286,Amador,County,1,433,0,16,216,29565,7,479,5,397,0,16,38531
287,Amador,County,3,436,0,16,57,29622,0,479,7,404,0,16,38531
288,Amador,County,9,445,0,16,301,29923,12,491,5,409,0,16,38531
289,Amador,County,12,457,0,16,337,30260,10,501,5,414,0,16,38531
290,Amador,County,8,465,0,16,511,30771,5,506,9,423,0,16,38531
291,Amador,County,11,476,0,16,303,31074,12,518,7,430,0,16,38531
292,Amador,County,5,481,0,16,333,31407,11,529,6,436,0,16,38531
293,Amador,County,4,485,0,16,140,31547,5,534,10,446,0,16,38531
294,Amador,County,4,489,0,16,73,31620,1,535,4,450,0,16,38531
295,Amador,County,14,503,0,16,290,31910,13,548,0,450,0,16,38531
296,Amador,County,12,515,0,16,430,32340,19,567,7,457,0,16,38531
297,Amador,County,41,556,0,16,771,33111,45,612,13,470,0,16,38531
298,Amador,County,25,581,0,16,765,33876,18,630,14,484,0,16,38531
299,Amador,County,10,591,0,16,29,33905,6,636,4,488,0,16,38531
300,Amador,County,8,599,0,16,117,34022,6,642,10,498,0,16,38531
301,Amador,County,47,646,0,16,134,34156,37,679,38,536,0,16,38531
302,Amador,County,77,723,0,16,427,34583,75,754,12,548,0,16,38531
303,Amador,County,151,874,0,16,1042,35625,165,919,11,559,0,16,38531
304,Amador,County,41,915,0,16,1492,37117,47,966,16,575,0,16,38531
305,Amador,County,147,1062,0,16,1604,38721,151,1117,10,585,0,16,38531
306,Amador,County,72,1134,1,17,1001,39722,166,1283,68,653,0,16,38531
307,Amador,County,51,1185,0,17,1257,40979,53,1336,113,766,0,16,38531
308,Amador,County,14,1199,0,17,103,41082,8,1344,81,847,1,17,38531
309,Amador,County,24,1223,0,17,328,41410,27,1371,105,952,0,17,38531
310,Amador,County,63,1286,1,18,878,42288,109,1480,41,993,0,17,38531
311,Amador,County,75,1361,0,18,1497,43785,74,1554,50,1043,0,17,38531
312,Amador,County,286,1647,1,19,1602,45387,304,1858,78,1121,2,19,38531
313,Amador,County,43,1690,0,19,770,46157,50,1908,70,1191,-1,18,38531
314,Amador,County,57,1747,0,19,1282,47439,87,1995,22,1213,1,19,38531
315,Amador,County,16,1763,0,19,85,47524,13,2008,23,1236,0,19,38531
316,Amador,County,28,1791,1,20,465,47989,27,2035,221,1457,0,19,38531
317,Amador,County,56,1847,0,20,766,48755,62,2097,152,1609,0,19,38531
318,Amador,County,72,1919,2,22,1420,50175,77,2174,60,1669,0,19,38531
319,Amador,County,113,2032,1,23,1273,51448,127,2301,24,1693,0,19,38531
320,Amador,County,47,2079,0,23,846,52294,67,2368,10,1703,0,19,38531
321,Amador,County,48,2127,0,23,1108,53402,67,2435,24,1727,1,20,38531
322,Amador,County,17,2144,0,23,45,53447,6,2441,27,1754,3,23,38531
323,Amador,County,24,2168,1,24,258,53705,14,2455,17,1771,0,23,38531
324,Amador,County,58,2226,1,25,738,54443,65,2520,44,1815,0,23,38531
325,Amador,County,77,2303,0,25,1369,55812,98,2618,24,1839,0,23,38531
326,Amador,County,11,2314,0,25,831,56643,27,2645,269,2108,0,23,38531
327,Amador,County,68,2382,0,25,861,57504,75,2720,37,2145,0,23,38531
328,Amador,County,12,2394,0,25,76,57580,6,2726,27,2172,0,23,38531
329,Amador,County,43,2437,0,25,364,57944,41,2767,17,2189,0,23,38531
330,Amador,County,14,2451,0,25,305,58249,17,2784,29,2218,0,23,38531
331,Amador,County,121,2572,0,25,1465,59714,127,2911,37,2255,0,23,38531
332,Amador,County,70,2642,0,25,993,60707,78,2989,133,2388,0,23,38531
333,Amador,County,52,2694,0,25,896,61603,47,3036,30,2418,1,24,38531
334,Amador,County,20,2714,0,25,604,62207,14,3050,75,2493,0,24,38531
335,Amador,County,14,2728,0,25,41,62248,11,3061,20,2513,0,24,38531
336,Amador,County,26,2754,0,25,422,62670,18,3079,27,2540,0,24,38531
337,Amador,County,19,2773,0,25,241,62911,24,3103,25,2565,0,24,38531
338,Amador,County,64,2837,2,27,466,63377,81,3184,31,2596,0,24,38531
339,Amador,County,40,2877,0,27,703,64080,52,3236,99,2695,0,24,38531
340,Amador,County,40,2917,2,29,1221,65301,56,3292,22,2717,0,24,38531
341,Amador,County,21,2938,0,29,537,65838,30,3322,23,2740,0,24,38531
342,Amador,County,13,2951,0,29,373,66211,14,3336,52,2792,0,24,38531
343,Amador,County,7,2958,0,29,39,66250,3,3339,17,2809,0,24,38531
344,Amador,County,7,2965,0,29,277,66527,7,3346,52,2861,0,24,38531
345,Amador,County,24,2989,0,29,1090,67617,35,3381,6,2867,0,24,38531
346,Amador,County,14,3003,0,29,752,68369,18,3399,30,2897,2,26,38531
347,Amador,County,17,3020,0,29,505,68874,25,3424,17,2914,0,26,38531
348,Amador,County,14,3034,0,29,1027,69901,19,3443,26,2940,2,28,38531
349,Amador,County,6,3040,2,31,558,70459,11,3454,13,2953,0,28,38531
350,Amador,County,7,3047,0,31,117,70576,13,3467,33,2986,0,28,38531
351,Amador,County,3,3050,0,31,64,70640,3,3470,15,3001,0,28,38531
352,Amador,County,7,3057,0,31,398,71038,11,3481,15,3016,0,28,38531
353,Amador,County,14,3071,1,32,1056,72094,15,3496,8,3024,0,28,38531
354,Amador,County,9,3080,1,33,653,72747,5,3501,12,3036,1,29,38531
355,Amador,County,31,3111,0,33,561,73308,39,3540,2,3038,0,29,38531
356,Amador,County,22,3133,0,33,836,74144,22,3562,4,3042,1,30,38531
357,Amador,County,5,3138,1,34,101,74245,5,3567,7,3049,0,30,38531
358,Amador,County,3,3141,0,34,257,74502,4,3571,5,3054,0,30,38531
359,Amador,County,33,3174,0,34,898,75400,40,3611,20,3074,0,30,38531
360,Amador,County,40,3214,1,35,747,76147,43,3654,39,3113,1,31,38531
361,Amador,County,11,3225,0,35,711,76858,18,3672,3,3116,0,31,38531
362,Amador,County,16,3241,0,35,583,77441,13,3685,8,3124,0,31,38531
363,Amador,County,37,3278,1,36,779,78220,53,3738,10,3134,1,32,38531
364,Amador,County,12,3290,0,36,70,78290,10,3748,47,3181,0,32,38531
365,Amador,County,4,3294,1,37,217,78507,6,3754,31,3212,0,32,38531
366,Amador,County,10,3304,0,37,723,79230,13,3767,22,3234,0,32,38531
367,Amador,County,11,3315,0,37,814,80044,13,3780,41,3275,1,33,38531
368,Amador,County,31,3346,1,38,793,80837,39,3819,6,3281,0,33,38531
369,Amador,County,4,3350,0,38,574,81411,3,3822,7,3288,0,33,38531
370,Amador,County,3,3353,0,38,714,82125,3,3825,11,3299,0,33,38531
371,Amador,County,5,3358,0,38,79,82204,3,3828,7,3306,0,33,38531
372,Amador,County,6,3364,1,39,247,82451,2,3830,37,3343,0,33,38531
373,Amador,County,21,3385,1,40,727,83178,24,3854,1,3344,0,33,38531
374,Amador,County,7,3392,0,40,614,83792,5,3859,3,3347,2,35,38531
375,Amador,County,8,3400,0,40,943,84735,9,3868,1,3348,0,35,38531
376,Amador,County,12,3412,0,40,613,85348,12,3880,20,3368,0,35,38531
377,Amador,County,4,3416,0,40,488,85836,3,3883,13,3381,3,38,38531
378,Amador,County,4,3420,1,41,75,85911,12,3895,6,3387,0,38,38531
379,Amador,County,3,3423,0,41,47,85958,2,3897,11,3398,1,39,38531
380,Amador,County,5,3428,0,41,314,86272,3,3900,11,3409,0,39,38531
381,Amador,County,4,3432,0,41,855,87127,6,3906,4,3413,0,39,38531
382,Amador,County,7,3439,1,42,748,87875,14,3920,2,3415,-1,38,38531
383,Amador,County,4,3443,0,42,628,88503,5,3925,2,3417,0,38,38531
384,Amador,County,4,3447,0,42,726,89229,6,3931,10,3427,1,39,38531
385,Amador,County,4,3451,0,42,72,89301,6,3937,5,3432,0,39,38531
386,Amador,County,2,3453,0,42,201,89502,4,3941,3,3435,0,39,38531
387,Amador,County,8,3461,0,42,683,90185,8,3949,3,3438,0,39,38531
388,Amador,County,5,3466,0,42,762,90947,4,3953,2,3440,2,41,38531
389,Amador,County,2,3468,0,42,946,91893,7,3960,4,3444,0,41,38531
390,Amador,County,5,3473,0,42,428,92321,4,3964,4,3448,0,41,38531
391,Amador,County,3,3476,0,42,290,92611,6,3970,9,3457,1,42,38531
392,Amador,County,6,3482,1,43,78,92689,4,3974,6,3463,0,42,38531
393,Amador,County,2,3484,0,43,245,92934,1,3975,3,3466,0,42,38531
394,Amador,County,5,3489,0,43,476,93410,10,3985,3,3469,0,42,38531
395,Amador,County,3,3492,0,43,613,94023,3,3988,5,3474,0,42,38531
396,Amador,County,2,3494,0,43,548,94571,6,3994,4,3478,0,42,38531
397,Amador,County,2,3496,0,43,377,94948,2,3996,2,3480,0,42,38531
398,Amador,County,1,3497,0,43,488,95436,1,3997,4,3484,0,42,38531
