date,County,area_type,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,population
317,Colusa,County,16,1104,0,8,83,9388,22,1022,4,949,0,7,22593
318,Colusa,County,24,1128,0,8,234,9622,30,1052,77,1026,0,7,22593
319,Colusa,County,13,1141,0,8,96,9718,21,1073,12,1038,0,7,22593
320,Colusa,County,13,1154,0,8,56,9774,12,1085,15,1053,0,7,22593
321,Colusa,County,11,1165,0,8,43,9817,8,1093,15,1068,0,7,22593
322,Colusa,County,9,1174,0,8,20,9837,5,1098,28,1096,0,7,22593
323,Colusa,County,8,1182,0,8,24,9861,3,1101,25,1121,0,7,22593
324,Colusa,County,27,1209,0,8,72,9933,24,1125,14,1135,0,7,22593
325,Colusa,County,27,1236,1,9,238,10171,20,1145,15,1150,0,7,22593
326,Colusa,County,23,1259,0,9,71,10242,19,1164,17,1167,0,7,22593
327,Colusa,County,11,1270,0,9,33,10275,11,1175,21,1188,0,7,22593
328,Colusa,County,5,1275,0,9,7,10282,2,1177,31,1219,0,7,22593
329,Colusa,County,12,1287,0,9,23,10305,8,1185,21,1240,0,7,22593
330,Colusa,County,10,1297,0,9,20,10325,3,1188,13,1253,0,7,22593
331,Colusa,County,25,1322,0,9,83,10408,20,1208,2,1255,0,7,22593
332,Colusa,County,24,1346,0,9,236,10644,26,1234,17,1272,0,7,22593
333,Colusa,County,21,1367,0,9,60,10704,17,1251,17,1289,0,7,22593
334,Colusa,County,16,1383,0,9,60,10764,13,1264,12,1301,0,7,22593
335,Colusa,County,8,1391,0,9,16,10780,5,1269,13,1314,0,7,22593
336,Colusa,County,9,1400,0,9,30,10810,10,1279,18,1332,0,7,22593
337,Colusa,County,10,1410,0,9,20,10830,6,1285,5,1337,0,7,22593
338,Colusa,County,29,1439,0,9,70,10900,23,1308,31,1368,0,7,22593
339,Colusa,County,25,1464,0,9,232,11132,27,1335,8,1376,0,7,22593
340,Colusa,County,25,1489,0,9,91,11223,21,1356,9,1385,0,7,22593
341,Colusa,County,20,1509,0,9,89,11312,20,1376,35,1420,0,7,22593
342,Colusa,County,12,1521,0,9,43,11355,8,1384,28,1448,0,7,22593
343,Colusa,County,13,1534,0,9,19,11374,10,1394,20,1468,0,7,22593
344,Colusa,County,6,1540,0,9,18,11392,5,1399,10,1478,0,7,22593
345,Colusa,County,24,1564,1,10,88,11480,22,1421,16,1494,0,7,22593
346,Colusa,County,18,1582,0,10,85,11565,14,1435,16,1510,0,7,22593
347,Colusa,County,12,1594,0,10,211,11776,14,1449,14,1524,0,7,22593
348,Colusa,County,12,1606,0,10,56,11832,10,1459,11,1535,0,7,22593
349,Colusa,County,15,1621,0,10,49,11881,15,1474,6,1541,0,7,22593
350,Colusa,County,11,1632,0,10,29,11910,7,1481,37,1578,0,7,22593
351,Colusa,County,12,1644,0,10,27,11937,11,1492,10,1588,0,7,22593
352,Colusa,County,13,1657,0,10,50,11987,11,1503,20,1608,0,7,22593
353,Colusa,County,17,1674,0,10,179,12166,10,1513,9,1617,0,7,22593
354,Colusa,County,22,1696,0,10,72,12238,19,1532,13,1630,0,7,22593
355,Colusa,County,16,1712,0,10,72,12310,16,1548,32,1662,0,7,22593
356,Colusa,County,7,1719,0,10,58,12368,9,1557,6,1668,0,7,22593
357,Colusa,County,2,1721,0,10,18,12386,2,1559,4,1672,1,8,22593
358,Colusa,County,4,1725,1,11,14,12400,4,1563,17,1689,0,8,22593
359,Colusa,County,11,1736,0,11,64,12464,12,1575,20,1709,0,8,22593
360,Colusa,County,12,1748,0,11,55,12519,11,1586,10,1719,0,8,22593
361,Colusa,County,7,1755,0,11,173,12692,8,1594,5,1724,0,8,22593
362,Colusa,County,6,1761,1,12,54,12746,7,1601,7,1731,0,8,22593
363,Colusa,County,7,1768,0,12,47,12793,9,1610,3,1734,0,8,22593
364,Colusa,County,4,1772,0,12,14,12807,5,1615,14,1748,1,9,22593
365,Colusa,County,2,1774,1,13,20,12827,3,1618,6,1754,0,9,22593
366,Colusa,County,7,1781,0,13,59,12886,4,1622,9,1763,0,9,22593
367,Colusa,County,5,1786,0,13,43,12929,6,1628,6,1769,0,9,22593
368,Colusa,County,8,1794,1,14,188,13117,7,1635,4,1773,1,10,22593
369,Colusa,County,5,1799,0,14,36,13153,7,1642,4,1777,0,10,22593
370,Colusa,County,4,1803,0,14,60,13213,4,1646,8,1785,0,10,22593
371,Colusa,County,4,1807,0,14,18,13231,4,1650,6,1791,0,10,22593
372,Colusa,County,2,1809,0,14,17,13248,4,1654,4,1795,0,10,22593
373,Colusa,County,11,1820,0,14,52,13300,9,1663,7,1802,0,10,22593
374,Colusa,County,8,1828,0,14,54,13354,8,1671,10,1812,0,10,22593
375,Colusa,County,9,1837,0,14,167,13521,8,1679,3,1815,0,10,22593
376,Colusa,County,7,1844,0,14,46,13567,9,1688,8,1823,0,10,22593
377,Colusa,County,5,1849,0,14,44,13611,7,1695,13,1836,0,10,22593
378,Colusa,County,0,1849,0,14,13,13624,1,1696,1,1837,0,10,22593
379,Colusa,County,0,1849,0,14,10,13634,0,1696,8,1845,0,10,22593
380,Colusa,County,4,1853,0,14,31,13665,3,1699,4,1849,0,10,22593
381,Colusa,County,0,1853,0,14,50,13715,0,1699,3,1852,0,10,22593
382,Colusa,County,3,1856,0,14,197,13912,3,1702,2,1854,0,10,22593
383,Colusa,County,3,1859,0,14,39,13951,4,1706,2,1856,1,11,22593
384,Colusa,County,2,1861,0,14,42,13993,1,1707,2,1858,0,11,22593
385,Colusa,County,0,1861,0,14,16,14009,0,1707,0,1858,0,11,22593
386,Colusa,County,1,1862,0,14,12,14021,1,1708,2,1860,0,11,22593
387,Colusa,County,1,1863,0,14,56,14077,1,1709,0,1860,0,11,22593
388,Colusa,County,0,1863,0,14,47,14124,0,1709,2,1862,0,11,22593
389,Colusa,County,3,1866,0,14,168,14292,2,1711,1,1863,0,11,22593
390,Colusa,County,2,1868,0,14,35,14327,2,1713,0,1863,0,11,22593
391,Colusa,County,3,1871,0,14,28,14355,4,1717,2,1865,0,11,22593
392,Colusa,County,0,1871,0,14,19,14374,1,1718,4,1869,0,11,22593
393,Colusa,County,1,1872,0,14,13,14387,1,1719,2,1871,0,11,22593
394,Colusa,County,0,1872,1,15,48,14435,0,1719,0,1871,0,11,22593
395,Colusa,County,1,1873,0,15,36,14471,1,1720,1,1872,0,11,22593
396,Colusa,County,0,1873,0,15,176,14647,1,1721,1,1873,0,11,22593
397,Colusa,County,1,1874,0,15,28,14675,3,1724,0,1873,0,11,22593
398,Colusa,County,2,1876,0,15,39,14714,3,1727,1,1874,0,11,22593
399,Colusa,County,0,1876,0,15,16,14730,0,1727,0,1874,0,11,22593
400,Colusa,County,2,1878,0,15,13,14743,1,1728,2,1876,0,11,22593
401,Colusa,County,1,1879,0,15,43,14786,1,1729,1,1877,0,11,22593
402,Colusa,County,0,1879,0,15,48,14834,1,1730,3,1880,0,11,22593
403,Colusa,County,0,1879,0,15,174,15008,0,1730,2,1882,1,12,22593
404,Colusa,County,0,1879,0,15,27,15035,0,1730,1,1883,0,12,22593
405,Colusa,County,0,1879,0,15,39,15074,0,1730,0,1883,0,12,22593
406,Colusa,County,0,1879,0,15,15,15089,1,1731,-1,1882,0,12,22593
407,Colusa,County,0,1879,0,15,13,15102,1,1732,1,1883,0,12,22593
408,Colusa,County,0,1879,0,15,61,15163,0,1732,0,1883,0,12,22593
409,Colusa,County,0,1879,0,15,34,15197,0,1732,-1,1882,0,12,22593
410,Colusa,County,1,1880,0,15,171,15368,1,1733,0,1882,0,12,22593
411,Colusa,County,1,1881,0,15,23,15391,1,1734,0,1882,0,12,22593
412,Colusa,County,0,1881,0,15,17,15408,0,1734,1,1883,0,12,22593
413,Colusa,County,1,1882,0,15,9,15417,0,1734,0,1883,0,12,22593
414,Colusa,County,0,1882,0,15,13,15430,0,1734,2,1885,1,13,22593
415,Colusa,County,0,1882,0,15,51,15481,0,1734,0,1885,0,13,22593
416,Colusa,County,1,1883,0,15,38,15519,1,1735,0,1885,1,14,22593
417,Colusa,County,2,1885,0,15,171,15690,4,1739,1,1886,0,14,22593
418,Colusa,County,0,1885,0,15,24,15714,1,1740,2,1888,0,14,22593
419,Colusa,County,0,1885,0,15,27,15741,0,1740,1,1889,0,14,22593
420,Colusa,County,0,1885,0,15,18,15759,0,1740,0,1889,0,14,22593
421,Colusa,County,0,1885,0,15,14,15773,0,1740,0,1889,0,14,22593
422,Colusa,County,1,1886,0,15,39,15812,1,1741,0,1889,0,14,22593
423,Colusa,County,0,1886,0,15,44,15856,0,1741,1,1890,0,14,22593
424,Colusa,County,1,1887,0,15,163,16019,0,1741,0,1890,0,14,22593
425,Colusa,County,0,1887,0,15,24,16043,0,1741,0,1890,0,14,22593
243,Contra Costa,County,69,17556,1,242,3623,380758,73,18991,79,16898,0,211,1160099
244,Contra Costa,County,62,17618,2,244,3692,384450,92,19083,104,17002,2,213,1160099
245,Contra Costa,County,43,17661,0,244,2036,386486,47,19130,85,17087,0,213,1160099
246,Contra Costa,County,50,17711,2,246,1416,387902,35,19165,105,17192,1,214,1160099
247,Contra Costa,County,65,17776,1,247,4889,392791,82,19247,58,17250,2,216,1160099
248,Contra Costa,County,77,17853,0,247,4747,397538,68,19315,45,17295,3,219,1160099
249,Contra Costa,County,79,17932,0,247,4252,401790,78,19393,51,17346,6,225,1160099
250,Contra Costa,County,71,18003,0,247,4346,406136,101,19494,72,17418,3,228,1160099
251,Contra Costa,County,60,18063,2,249,3869,410005,81,19575,69,17487,1,229,1160099
252,Contra Costa,County,50,18113,0,249,1837,411842,47,19622,79,17566,4,233,1160099
253,Contra Costa,County,36,18149,1,250,1348,413190,34,19656,112,17678,0,233,1160099
254,Contra Costa,County,82,18231,0,250,4639,417829,103,19759,50,17728,0,233,1160099
255,Contra Costa,County,75,18306,0,250,4607,422436,97,19856,55,17783,1,234,1160099
256,Contra Costa,County,58,18364,1,251,4345,426781,81,19937,37,17820,2,236,1160099
257,Contra Costa,County,57,18421,0,251,4118,430899,55,19992,73,17893,1,237,1160099
258,Contra Costa,County,67,18488,1,252,4103,435002,62,20054,63,17956,0,237,1160099
259,Contra Costa,County,53,18541,0,252,1924,436926,44,20098,49,18005,0,237,1160099
260,Contra Costa,County,53,18594,1,253,1427,438353,42,20140,115,18120,0,237,1160099
261,Contra Costa,County,99,18693,1,254,4941,443294,98,20238,53,18173,2,239,1160099
262,Contra Costa,County,98,18791,3,257,4909,448203,106,20344,73,18246,2,241,1160099
263,Contra Costa,County,92,18883,0,257,4417,452620,87,20431,53,18299,2,243,1160099
264,Contra Costa,County,74,18957,0,257,4032,456652,66,20497,94,18393,0,243,1160099
265,Contra Costa,County,72,19029,0,257,3948,460600,93,20590,90,18483,1,244,1160099
266,Contra Costa,County,71,19100,0,257,1991,462591,64,20654,84,18567,0,244,1160099
267,Contra Costa,County,67,19167,1,258,1632,464223,47,20701,73,18640,1,245,1160099
268,Contra Costa,County,101,19268,0,258,5066,469289,125,20826,78,18718,0,245,1160099
269,Contra Costa,County,96,19364,0,258,5363,474652,112,20938,48,18766,1,246,1160099
270,Contra Costa,County,105,19469,2,260,4720,479372,104,21042,62,18828,0,246,1160099
271,Contra Costa,County,87,19556,0,260,4612,483984,105,21147,105,18933,3,249,1160099
272,Contra Costa,County,99,19655,0,260,4753,488737,79,21226,141,19074,0,249,1160099
273,Contra Costa,County,72,19727,1,261,2030,490767,59,21285,87,19161,0,249,1160099
274,Contra Costa,County,106,19833,1,262,1874,492641,64,21349,85,19246,1,250,1160099
275,Contra Costa,County,174,20007,0,262,5854,498495,168,21517,93,19339,0,250,1160099
276,Contra Costa,County,154,20161,0,262,5339,503834,165,21682,77,19416,0,250,1160099
277,Contra Costa,County,155,20316,0,262,5079,508913,189,21871,56,19472,1,251,1160099
278,Contra Costa,County,166,20482,0,262,5291,514204,179,22050,184,19656,1,252,1160099
279,Contra Costa,County,182,20664,0,262,4688,518892,193,22243,88,19744,0,252,1160099
280,Contra Costa,County,149,20813,1,263,2474,521366,121,22364,199,19943,2,254,1160099
281,Contra Costa,County,102,20915,3,266,1888,523254,58,22422,88,20031,0,254,1160099
282,Contra Costa,County,171,21086,1,267,6149,529403,203,22625,162,20193,1,255,1160099
283,Contra Costa,County,173,21259,1,268,5892,535295,203,22828,133,20326,0,255,1160099
284,Contra Costa,County,206,21465,0,268,5189,540484,191,23019,126,20452,0,255,1160099
285,Contra Costa,County,219,21684,0,268,6182,546666,243,23262,167,20619,0,255,1160099
286,Contra Costa,County,208,21892,0,268,5775,552441,215,23477,180,20799,1,256,1160099
287,Contra Costa,County,172,22064,0,268,2449,554890,123,23600,176,20975,0,256,1160099
288,Contra Costa,County,139,22203,0,268,2173,557063,88,23688,204,21179,0,256,1160099
289,Contra Costa,County,299,22502,2,270,6551,563614,291,23979,207,21386,0,256,1160099
290,Contra Costa,County,267,22769,1,271,7197,570811,282,24261,171,21557,0,256,1160099
291,Contra Costa,County,273,23042,0,271,7400,578211,315,24576,128,21685,2,258,1160099
292,Contra Costa,County,267,23309,1,272,7350,585561,320,24896,201,21886,1,259,1160099
293,Contra Costa,County,271,23580,0,272,7087,592648,277,25173,230,22116,1,260,1160099
294,Contra Costa,County,186,23766,1,273,3649,596297,155,25328,222,22338,0,260,1160099
295,Contra Costa,County,154,23920,0,273,3019,599316,91,25419,69,22407,0,260,1160099
296,Contra Costa,County,305,24225,2,275,8852,608168,346,25765,267,22674,0,260,1160099
297,Contra Costa,County,271,24496,0,275,6957,615125,305,26070,398,23072,-1,259,1160099
298,Contra Costa,County,353,24849,2,277,6986,622111,394,26464,235,23307,4,263,1160099
299,Contra Costa,County,155,25004,0,277,1413,623524,84,26548,161,23468,1,264,1160099
300,Contra Costa,County,335,25339,2,279,5221,628745,382,26930,-5,23463,0,264,1160099
301,Contra Costa,County,259,25598,2,281,3638,632383,258,27188,335,23798,0,264,1160099
302,Contra Costa,County,333,25931,0,281,2855,635238,261,27449,367,24165,0,264,1160099
303,Contra Costa,County,503,26434,0,281,8214,643452,500,27949,200,24365,0,264,1160099
304,Contra Costa,County,576,27010,1,282,8738,652190,585,28534,423,24788,0,264,1160099
305,Contra Costa,County,573,27583,3,285,8412,660602,640,29174,359,25147,0,264,1160099
306,Contra Costa,County,457,28040,3,288,7659,668261,587,29761,317,25464,1,265,1160099
307,Contra Costa,County,498,28538,1,289,7511,675772,667,30428,241,25705,-1,264,1160099
308,Contra Costa,County,341,28879,4,293,3927,679699,345,30773,512,26217,6,270,1160099
309,Contra Costa,County,293,29172,1,294,3233,682932,311,31084,349,26566,0,270,1160099
310,Contra Costa,County,606,29778,0,294,8540,691472,672,31756,741,27307,0,270,1160099
311,Contra Costa,County,613,30391,3,297,8866,700338,687,32443,619,27926,0,270,1160099
312,Contra Costa,County,701,31092,6,303,8606,708944,748,33191,382,28308,3,273,1160099
313,Contra Costa,County,704,31796,7,310,8306,717250,701,33892,105,28413,3,276,1160099
314,Contra Costa,County,682,32478,1,311,7723,724973,751,34643,623,29036,6,282,1160099
315,Contra Costa,County,429,32907,2,313,3878,728851,442,35085,470,29506,-1,281,1160099
316,Contra Costa,County,343,33250,1,314,3243,732094,288,35373,161,29667,0,281,1160099
317,Contra Costa,County,728,33978,4,318,9114,741208,795,36168,927,30594,0,281,1160099
318,Contra Costa,County,698,34676,3,321,9498,750706,796,36964,829,31423,0,281,1160099
319,Contra Costa,County,653,35329,8,329,8727,759433,708,37672,1006,32429,12,293,1160099
320,Contra Costa,County,557,35886,6,335,8927,768360,660,38332,577,33006,0,293,1160099
321,Contra Costa,County,521,36407,4,339,7864,776224,616,38948,604,33610,7,300,1160099
322,Contra Costa,County,281,36688,2,341,3704,779928,311,39259,711,34321,1,301,1160099
323,Contra Costa,County,310,36998,12,353,3670,783598,308,39567,477,34798,0,301,1160099
324,Contra Costa,County,586,37584,8,361,9962,793560,697,40264,409,35207,-1,300,1160099
325,Contra Costa,County,747,38331,10,371,9610,803170,825,41089,474,35681,1,301,1160099
326,Contra Costa,County,623,38954,11,382,8447,811617,653,41742,509,36190,10,311,1160099
327,Contra Costa,County,398,39352,15,397,4653,816270,441,42183,433,36623,0,311,1160099
328,Contra Costa,County,244,39596,6,403,1067,817337,169,42352,857,37480,13,324,1160099
329,Contra Costa,County,472,40068,9,412,3624,820961,468,42820,528,38008,0,324,1160099
330,Contra Costa,County,462,40530,5,417,3472,824433,389,43209,420,38428,0,324,1160099
331,Contra Costa,County,921,41451,5,422,9407,833840,951,44160,444,38872,0,324,1160099
332,Contra Costa,County,931,42382,6,428,9219,843059,1047,45207,353,39225,1,325,1160099
333,Contra Costa,County,803,43185,11,439,8733,851792,888,46095,376,39601,12,337,1160099
334,Contra Costa,County,582,43767,6,445,5334,857126,585,46680,911,40512,-1,336,1160099
335,Contra Costa,County,373,44140,10,455,1602,858728,183,46863,900,41412,15,351,1160099
336,Contra Costa,County,474,44614,11,466,3821,862549,415,47278,581,41993,1,352,1160099
337,Contra Costa,County,522,45136,6,472,4265,866814,450,47728,439,42432,0,352,1160099
338,Contra Costa,County,892,46028,11,483,10186,877000,1026,48754,587,43019,1,353,1160099
339,Contra Costa,County,851,46879,6,489,9733,886733,1009,49763,423,43442,0,353,1160099
340,Contra Costa,County,882,47761,7,496,8800,895533,1004,50767,612,44054,5,358,1160099
341,Contra Costa,County,802,48563,8,504,8193,903726,853,51620,702,44756,18,376,1160099
342,Contra Costa,County,777,49340,4,508,7716,911442,857,52477,911,45667,5,381,1160099
343,Contra Costa,County,527,49867,8,516,3919,915361,479,52956,739,46406,12,393,1160099
344,Contra Costa,County,346,50213,9,525,3508,918869,309,53265,703,47109,5,398,1160099
345,Contra Costa,County,787,51000,5,530,10322,929191,954,54219,619,47728,0,398,1160099
346,Contra Costa,County,673,51673,8,538,9545,938736,843,55062,514,48242,1,399,1160099
347,Contra Costa,County,646,52319,10,548,8979,947715,813,55875,635,48877,4,403,1160099
348,Contra Costa,County,576,52895,9,557,9141,956856,771,56646,668,49545,12,415,1160099
349,Contra Costa,County,556,53451,3,560,7602,964458,656,57302,863,50408,13,428,1160099
350,Contra Costa,County,327,53778,4,564,3763,968221,402,57704,955,51363,15,443,1160099
351,Contra Costa,County,259,54037,7,571,3357,971578,260,57964,569,51932,4,447,1160099
352,Contra Costa,County,492,54529,4,575,6920,978498,586,58550,391,52323,1,448,1160099
353,Contra Costa,County,520,55049,11,586,9520,988018,629,59179,407,52730,0,448,1160099
354,Contra Costa,County,496,55545,6,592,7726,995744,553,59732,378,53108,13,461,1160099
355,Contra Costa,County,455,56000,3,595,8640,1004384,563,60295,487,53595,17,478,1160099
356,Contra Costa,County,413,56413,8,603,7017,1011401,482,60777,292,53887,7,485,1160099
357,Contra Costa,County,240,56653,4,607,3197,1014598,239,61016,275,54162,2,487,1160099
358,Contra Costa,County,211,56864,6,613,2647,1017245,207,61223,532,54694,1,488,1160099
359,Contra Costa,County,389,57253,8,621,9201,1026446,468,61691,295,54989,0,488,1160099
360,Contra Costa,County,362,57615,9,630,7819,1034265,449,62140,348,55337,3,491,1160099
361,Contra Costa,County,281,57896,7,637,6286,1040551,342,62482,241,55578,16,507,1160099
362,Contra Costa,County,299,58195,4,641,7396,1047947,386,62868,421,55999,18,525,1160099
363,Contra Costa,County,244,58439,10,651,5748,1053695,326,63194,319,56318,4,529,1160099
364,Contra Costa,County,174,58613,7,658,2701,1056396,200,63394,445,56763,2,531,1160099
365,Contra Costa,County,185,58798,4,662,2589,1058985,157,63551,316,57079,0,531,1160099
366,Contra Costa,County,331,59129,4,666,8871,1067856,404,63955,245,57324,0,531,1160099
367,Contra Costa,County,245,59374,5,671,8155,1076011,315,64270,227,57551,5,536,1160099
368,Contra Costa,County,279,59653,8,679,6756,1082767,352,64622,211,57762,1,537,1160099
369,Contra Costa,County,239,59892,5,684,7492,1090259,298,64920,229,57991,13,550,1160099
370,Contra Costa,County,190,60082,5,689,6115,1096374,272,65192,204,58195,10,560,1160099
371,Contra Costa,County,161,60243,4,693,2883,1099257,145,65337,372,58567,6,566,1160099
372,Contra Costa,County,146,60389,6,699,2592,1101849,149,65486,269,58836,0,566,1160099
373,Contra Costa,County,236,60625,4,703,8701,1110550,302,65788,203,59039,1,567,1160099
374,Contra Costa,County,208,60833,4,707,8031,1118581,253,66041,268,59307,16,583,1160099
375,Contra Costa,County,188,61021,0,707,6093,1124674,245,66286,181,59488,7,590,1160099
376,Contra Costa,County,172,61193,4,711,6518,1131192,257,66543,145,59633,15,605,1160099
377,Contra Costa,County,167,61360,4,715,5236,1136428,230,66773,245,59878,15,620,1160099
378,Contra Costa,County,150,61510,1,716,2702,1139130,157,66930,222,60100,9,629,1160099
379,Contra Costa,County,120,61630,4,720,1979,1141109,131,67061,172,60272,2,631,1160099
380,Contra Costa,County,148,61778,4,724,4936,1146045,164,67225,172,60444,0,631,1160099
381,Contra Costa,County,175,61953,4,728,8851,1154896,235,67460,120,60564,0,631,1160099
382,Contra Costa,County,148,62101,1,729,6733,1161629,221,67681,159,60723,4,635,1160099
383,Contra Costa,County,141,62242,2,731,7076,1168705,193,67874,145,60868,5,640,1160099
384,Contra Costa,County,111,62353,1,732,5230,1173935,168,68042,149,61017,11,651,1160099
385,Contra Costa,County,108,62461,0,732,2590,1176525,117,68159,188,61205,12,663,1160099
386,Contra Costa,County,89,62550,1,733,2551,1179076,108,68267,159,61364,-2,661,1160099
387,Contra Costa,County,165,62715,3,736,7655,1186731,215,68482,114,61478,0,661,1160099
388,Contra Costa,County,135,62850,4,740,7029,1193760,172,68654,135,61613,0,661,1160099
389,Contra Costa,County,134,62984,7,747,7006,1200766,175,68829,163,61776,2,663,1160099
390,Contra Costa,County,108,63092,3,750,6254,1207020,134,68963,134,61910,23,686,1160099
391,Contra Costa,County,102,63194,0,750,4875,1211895,144,69107,204,62114,-1,685,1160099
392,Contra Costa,County,82,63276,2,752,2446,1214341,94,69201,134,62248,8,693,1160099
393,Contra Costa,County,71,63347,4,756,2057,1216398,77,69278,138,62386,1,694,1160099
394,Contra Costa,County,127,63474,3,759,8920,1225318,136,69414,72,62458,0,694,1160099
395,Contra Costa,County,109,63583,0,759,7619,1232937,144,69558,99,62557,0,694,1160099
396,Contra Costa,County,111,63694,3,762,6649,1239586,124,69682,111,62668,14,708,1160099
397,Contra Costa,County,98,63792,1,763,5837,1245423,127,69809,121,62789,0,708,1160099
398,Contra Costa,County,98,63890,0,763,4339,1249762,111,69920,97,62886,3,711,1160099
399,Contra Costa,County,80,63970,2,765,2175,1251937,86,70006,154,63040,8,719,1160099
400,Contra Costa,County,61,64031,0,765,2122,1254059,70,70076,108,63148,0,719,1160099
401,Contra Costa,County,97,64128,2,767,8419,1262478,103,70179,92,63240,0,719,1160099
402,Contra Costa,County,93,64221,2,769,7164,1269642,104,70283,74,63314,4,723,1160099
403,Contra Costa,County,93,64314,0,769,6388,1276030,112,70395,58,63372,2,725,1160099
404,Contra Costa,County,99,64413,4,773,5246,1281276,128,70523,97,63469,3,728,1160099
405,Contra Costa,County,73,64486,0,773,4470,1285746,110,70633,114,63583,0,728,1160099
406,Contra Costa,County,75,64561,0,773,2207,1287953,87,70720,106,63689,3,731,1160099
407,Contra Costa,County,60,64621,1,774,1993,1289946,58,70778,119,63808,0,731,1160099
408,Contra Costa,County,104,64725,1,775,8535,1298481,109,70887,39,63847,1,732,1160099
409,Contra Costa,County,62,64787,2,777,7248,1305729,88,70975,104,63951,4,736,1160099
410,Contra Costa,County,81,64868,1,778,6430,1312159,96,71071,75,64026,1,737,1160099
411,Contra Costa,County,70,64938,0,778,5177,1317336,71,71142,77,64103,2,739,1160099
412,Contra Costa,County,73,65011,0,778,4297,1321633,114,71256,92,64195,-2,737,1160099
413,Contra Costa,County,59,65070,1,779,2025,1323658,52,71308,118,64313,-24,713,1160099
414,Contra Costa,County,60,65130,1,780,1911,1325569,56,71364,69,64382,27,740,1160099
415,Contra Costa,County,82,65212,0,780,8834,1334403,96,71460,50,64432,0,740,1160099
416,Contra Costa,County,95,65307,0,780,6777,1341180,99,71559,59,64491,10,750,1160099
417,Contra Costa,County,99,65406,0,780,6589,1347769,115,71674,48,64539,5,755,1160099
418,Contra Costa,County,80,65486,0,780,5346,1353115,112,71786,67,64606,2,757,1160099
419,Contra Costa,County,67,65553,0,780,4334,1357449,93,71879,93,64699,4,761,1160099
420,Contra Costa,County,60,65613,1,781,2381,1359830,71,71950,105,64804,6,767,1160099
421,Contra Costa,County,69,65682,0,781,2092,1361922,64,72014,74,64878,0,767,1160099
422,Contra Costa,County,74,65756,1,782,8044,1369966,92,72106,93,64971,0,767,1160099
423,Contra Costa,County,68,65824,0,782,6754,1376720,73,72179,70,65041,0,767,1160099
424,Contra Costa,County,88,65912,2,784,5477,1382197,90,72269,68,65109,2,769,1160099
425,Contra Costa,County,85,65997,0,784,4943,1387140,84,72353,67,65176,2,771,1160099
243,Del Norte,County,1,147,0,1,213,14449,0,160,0,140,0,2,27558
244,Del Norte,County,5,152,0,1,159,14608,2,162,1,141,0,2,27558
245,Del Norte,County,1,153,0,1,23,14631,0,162,1,142,0,2,27558
246,Del Norte,County,4,157,0,1,23,14654,4,166,0,142,0,2,27558
247,Del Norte,County,4,161,0,1,81,14735,5,171,0,142,0,2,27558
248,Del Norte,County,3,164,0,1,93,14828,6,177,2,144,0,2,27558
249,Del Norte,County,0,164,0,1,70,14898,0,177,5,149,0,2,27558
250,Del Norte,County,1,165,0,1,67,14965,1,178,2,151,0,2,27558
251,Del Norte,County,0,165,0,1,101,15066,0,178,10,161,0,2,27558
252,Del Norte,County,1,166,0,1,40,15106,0,178,0,161,0,2,27558
253,Del Norte,County,0,166,0,1,170,15276,0,178,0,161,0,2,27558
254,Del Norte,County,2,168,0,1,402,15678,3,181,0,161,0,2,27558
255,Del Norte,County,0,168,0,1,278,15956,0,181,2,163,0,2,27558
256,Del Norte,County,0,168,0,1,70,16026,0,181,0,163,0,2,27558
257,Del Norte,County,1,169,0,1,67,16093,2,183,1,164,0,2,27558
258,Del Norte,County,0,169,0,1,86,16179,0,183,2,166,0,2,27558
259,Del Norte,County,0,169,0,1,34,16213,0,183,1,167,0,2,27558
260,Del Norte,County,0,169,0,1,19,16232,0,183,0,167,0,2,27558
261,Del Norte,County,0,169,0,1,110,16342,1,184,0,167,0,2,27558
262,Del Norte,County,3,172,0,1,77,16419,2,186,2,169,0,2,27558
263,Del Norte,County,1,173,0,1,125,16544,1,187,0,169,0,2,27558
264,Del Norte,County,0,173,0,1,138,16682,0,187,-1,168,0,2,27558
265,Del Norte,County,1,174,0,1,147,16829,2,189,3,171,0,2,27558
266,Del Norte,County,0,174,0,1,23,16852,0,189,0,171,0,2,27558
267,Del Norte,County,1,175,0,1,29,16881,0,189,0,171,0,2,27558
268,Del Norte,County,4,179,0,1,123,17004,1,190,0,171,0,2,27558
269,Del Norte,County,0,179,0,1,67,17071,0,190,2,173,0,2,27558
270,Del Norte,County,3,182,0,1,464,17535,3,193,0,173,0,2,27558
271,Del Norte,County,3,185,0,1,312,17847,5,198,1,174,0,2,27558
272,Del Norte,County,2,187,0,1,214,18061,4,202,1,175,0,2,27558
273,Del Norte,County,1,188,0,1,22,18083,1,203,0,175,0,2,27558
274,Del Norte,County,1,189,0,1,42,18125,2,205,0,175,0,2,27558
275,Del Norte,County,4,193,0,1,100,18225,2,207,0,175,0,2,27558
276,Del Norte,County,3,196,0,1,86,18311,3,210,12,187,0,2,27558
277,Del Norte,County,1,197,0,1,203,18514,0,210,1,188,0,2,27558
278,Del Norte,County,4,201,0,1,134,18648,2,212,4,192,0,2,27558
