County,date,total_doses,cumulative_total_doses
Alameda,7/27/2020,0,0
Alameda,7/28/2020,0,0
Alameda,7/29/2020,0,0
Alameda,7/30/2020,0,0
Alameda,7/31/2020,0,0
Alameda,8/1/2020,0,0
Alameda,8/2/2020,0,0
Alameda,8/3/2020,0,0
Alameda,8/4/2020,0,0
Alameda,8/5/2020,0,0
Alameda,8/6/2020,0,0
Alameda,8/7/2020,0,0
Alameda,8/8/2020,0,0
Alameda,8/9/2020,0,0
Alameda,8/10/2020,4,4
Alameda,8/11/2020,0,4
Alameda,8/12/2020,1,5
Alameda,8/13/2020,2,7
Alameda,8/14/2020,1,8
Alameda,8/15/2020,1,9
Alameda,8/16/2020,0,9
Alameda,8/17/2020,1,10
Alameda,8/18/2020,1,11
Alameda,8/19/2020,4,15
Alameda,8/20/2020,2,17
Alameda,8/21/2020,1,18
Alameda,8/22/2020,0,18
Alameda,8/23/2020,0,18
Alameda,8/24/2020,0,18
Alameda,8/25/2020,4,22
Alameda,8/26/2020,1,23
Alameda,8/27/2020,3,26
Alameda,8/28/2020,1,27
Alameda,8/29/2020,0,27
Alameda,8/30/2020,0,27
Alameda,8/31/2020,3,30
Alameda,9/1/2020,3,33
Alameda,9/2/2020,3,36
Alameda,9/3/2020,2,38
Alameda,9/4/2020,3,41
Alameda,9/5/2020,0,41
Alameda,9/6/2020,0,41
Alameda,9/7/2020,0,41
Alameda,9/8/2020,2,43
Alameda,9/9/2020,8,51
Alameda,9/10/2020,3,54
Alameda,9/11/2020,3,57
Alameda,9/12/2020,0,57
Alameda,9/13/2020,0,57
Alameda,9/14/2020,0,57
Alameda,9/15/2020,4,61
Alameda,9/16/2020,4,65
Alameda,9/17/2020,2,67
Alameda,9/18/2020,1,68
Alameda,9/19/2020,0,68
Alameda,9/20/2020,0,68
Alameda,9/21/2020,2,70
Alameda,9/22/2020,0,70
Alameda,9/23/2020,2,72
Alameda,9/24/2020,1,73
Alameda,9/25/2020,1,74
Alameda,9/26/2020,0,74
Alameda,9/27/2020,0,74
Alameda,9/28/2020,2,76
Alameda,9/29/2020,1,77
Alameda,9/30/2020,5,82
Alameda,10/1/2020,3,85
Alameda,10/2/2020,0,85
Alameda,10/3/2020,0,85
Alameda,10/4/2020,0,85
Alameda,10/5/2020,2,87
Alameda,10/6/2020,0,87
Alameda,10/7/2020,0,87
Alameda,10/8/2020,0,87
Alameda,10/9/2020,0,87
Alameda,10/10/2020,1,88
Alameda,10/11/2020,0,88
Alameda,10/12/2020,0,88
Alameda,10/13/2020,0,88
Alameda,10/14/2020,0,88
Alameda,10/15/2020,0,88
Alameda,10/16/2020,0,88
Alameda,10/17/2020,0,88
Alameda,10/18/2020,0,88
Alameda,10/19/2020,0,88
Alameda,10/20/2020,1,89
Alameda,10/21/2020,0,89
Alameda,10/22/2020,0,89
Alameda,10/23/2020,0,89
Alameda,10/24/2020,0,89
Alameda,10/25/2020,0,89
Alameda,10/26/2020,0,89
Alameda,10/27/2020,0,89
Alameda,10/28/2020,0,89
Alameda,10/29/2020,1,90
Alameda,10/30/2020,0,90
Alameda,10/31/2020,1,91
Alameda,11/1/2020,1,92
Alameda,11/2/2020,1,93
Alameda,11/3/2020,0,93
Alameda,11/4/2020,0,93
Alameda,11/5/2020,0,93
Alameda,11/6/2020,0,93
Alameda,11/7/2020,0,93
Alameda,11/8/2020,0,93
Alameda,11/9/2020,0,93
Alameda,11/10/2020,0,93
Alameda,11/11/2020,0,93
Alameda,11/12/2020,0,93
Alameda,11/13/2020,0,93
Alameda,11/14/2020,0,93
Alameda,11/15/2020,0,93
Alameda,11/16/2020,1,94
Alameda,11/17/2020,1,95
Alameda,11/18/2020,0,95
Alameda,11/19/2020,1,96
Alameda,11/20/2020,0,96
Alameda,11/21/2020,1,97
Alameda,11/22/2020,1,98
Alameda,11/23/2020,1,99
Alameda,11/24/2020,2,101
Alameda,11/25/2020,1,102
Alameda,11/26/2020,0,102
Alameda,11/27/2020,0,102
Alameda,11/28/2020,0,102
Alameda,11/29/2020,0,102
Alameda,11/30/2020,1,103
Alameda,12/1/2020,8,111
Alameda,12/2/2020,6,117
Alameda,12/3/2020,1,118
Alameda,12/4/2020,0,118
Alameda,12/5/2020,1,119
Alameda,12/6/2020,0,119
Alameda,12/7/2020,1,120
Alameda,12/8/2020,6,126
Alameda,12/9/2020,2,128
Alameda,12/10/2020,1,129
Alameda,12/11/2020,3,132
Alameda,12/12/2020,7,139
Alameda,12/13/2020,4,143
Alameda,12/14/2020,4,147
Alameda,12/15/2020,47,194
Alameda,12/16/2020,230,424
Alameda,12/17/2020,545,969
Alameda,12/18/2020,2060,3029
Alameda,12/19/2020,1432,4461
Alameda,12/20/2020,1216,5677
Alameda,12/21/2020,1890,7567
Alameda,12/22/2020,2124,9691
Alameda,12/23/2020,2034,11725
Alameda,12/24/2020,1223,12948
Alameda,12/25/2020,157,13105
Alameda,12/26/2020,833,13938
Alameda,12/27/2020,496,14434
Alameda,12/28/2020,1901,16335
Alameda,12/29/2020,2540,18875
Alameda,12/30/2020,3119,21994
Alameda,12/31/2020,1836,23830
Alameda,1/1/2021,189,24019
Alameda,1/2/2021,738,24757
Alameda,1/3/2021,336,25093
Alameda,1/4/2021,1702,26795
Alameda,1/5/2021,2241,29036
Alameda,1/6/2021,3383,32419
Alameda,1/7/2021,3872,36291
Alameda,1/8/2021,4878,41169
Alameda,1/9/2021,2052,43221
Alameda,1/10/2021,1083,44304
Alameda,1/11/2021,4831,49135
Alameda,1/12/2021,4941,54076
Alameda,1/13/2021,5185,59261
Alameda,1/14/2021,5782,65043
Alameda,1/15/2021,5891,70934
Alameda,1/16/2021,3024,73958
Alameda,1/17/2021,1911,75869
Alameda,1/18/2021,3210,79079
Alameda,1/19/2021,5688,84767
Alameda,1/20/2021,7001,91768
Alameda,1/21/2021,8238,100006
Alameda,1/22/2021,6944,106950
Alameda,1/23/2021,3352,110302
Alameda,1/24/2021,2028,112330
Alameda,1/25/2021,5346,117676
Alameda,1/26/2021,7399,125075
Alameda,1/27/2021,6788,131863
Alameda,1/28/2021,7905,139768
Alameda,1/29/2021,8099,147867
Alameda,1/30/2021,3490,151357
Alameda,1/31/2021,1941,153298
Alameda,2/1/2021,6572,159870
Alameda,2/2/2021,7184,167054
Alameda,2/3/2021,7163,174217
Alameda,2/4/2021,9497,183714
Alameda,2/5/2021,10394,194108
Alameda,2/6/2021,7019,201127
Alameda,2/7/2021,3652,204779
Alameda,2/8/2021,8303,213082
Alameda,2/9/2021,9807,222889
Alameda,2/10/2021,11688,234577
Alameda,2/11/2021,14094,248671
Alameda,2/12/2021,12642,261313
Alameda,2/13/2021,7853,269166
Alameda,2/14/2021,4051,273217
Alameda,2/15/2021,5740,278957
Alameda,2/16/2021,12673,291630
Alameda,2/17/2021,14270,305900
Alameda,2/18/2021,15924,321824
Alameda,2/19/2021,18049,339873
Alameda,2/20/2021,12155,352028
Alameda,2/21/2021,7918,359946
Alameda,2/22/2021,11481,371427
Alameda,2/23/2021,13672,385099
Alameda,2/24/2021,15400,400499
Alameda,2/25/2021,16520,417019
Alameda,2/26/2021,19189,436208
Alameda,2/27/2021,15701,451909
Alameda,2/28/2021,10465,462374
Alameda,3/1/2021,14587,476961
Alameda,3/2/2021,15818,492779
Alameda,3/3/2021,16320,509099
Alameda,3/4/2021,18121,527220
Alameda,3/5/2021,16827,544047
Alameda,3/6/2021,15152,559199
Alameda,3/7/2021,10131,569330
Alameda,3/8/2021,12410,581740
Alameda,3/9/2021,15125,596865
Alameda,3/10/2021,17802,614667
Alameda,3/11/2021,20018,634685
Alameda,3/12/2021,21596,656281
Alameda,3/13/2021,16289,672570
Alameda,3/14/2021,10887,683457
Alameda,3/15/2021,14689,698146
Alameda,3/16/2021,17633,715779
Alameda,3/17/2021,17969,733748
Alameda,3/18/2021,19666,753414
Alameda,3/19/2021,19792,773206
Alameda,3/20/2021,15992,789198
Alameda,3/21/2021,9298,798496
Alameda,3/22/2021,15374,813870
Alameda,3/23/2021,19666,833536
Alameda,3/24/2021,19662,853198
Alameda,3/25/2021,21027,874225
Alameda,3/26/2021,21372,895597
Alameda,3/27/2021,18628,914225
Alameda,3/28/2021,10837,925062
Alameda,3/29/2021,15169,940231
Alameda,3/30/2021,19217,959448
Alameda,3/31/2021,19776,979224
Alameda,4/1/2021,23841,1003065
Alameda,4/2/2021,24439,1027504
Alameda,4/3/2021,20439,1047943
Alameda,4/4/2021,10008,1057951
Alameda,4/5/2021,18283,1076234
Alameda,4/6/2021,22691,1098925
Alameda,4/7/2021,23198,1122123
Alameda,4/8/2021,25988,1148111
Alameda,4/9/2021,23932,1172043
Alameda,4/10/2021,19787,1191830
Alameda,4/11/2021,11293,1203123
Alameda,4/12/2021,18575,1221698
Alameda,4/13/2021,23651,1245349
Alameda,4/14/2021,23858,1269207
Alameda,4/15/2021,24816,1294023
Alameda,4/16/2021,25235,1319258
Alameda,4/17/2021,21354,1340612
Alameda,4/18/2021,10775,1351387
Alameda,4/19/2021,16110,1367497
Alameda,4/20/2021,19085,1386582
Alameda,4/21/2021,20661,1407243
Alameda,4/22/2021,22560,1429803
Alameda,4/23/2021,22876,1452679
Alameda,4/24/2021,19396,1472075
Alameda,4/25/2021,9221,1481296
Alameda,4/26/2021,15131,1496427
Alameda,4/27/2021,17055,1513482
Alameda,4/28/2021,17424,1530906
Alameda,4/29/2021,18159,1549065
Alameda,4/30/2021,21063,1570128
Alameda,5/1/2021,14711,1584839
Alameda,5/2/2021,7250,1592089
Alameda,5/3/2021,14789,1606878
Alameda,5/4/2021,18975,1625853
Alameda,5/5/2021,19285,1645138
Alameda,5/6/2021,19747,1664885
Alameda,5/7/2021,19916,1684801
Alameda,5/8/2021,17331,1702132
Alameda,5/9/2021,8827,1710959
Alameda,5/10/2021,10717,1721676
Alameda,5/11/2021,15994,1737670
Alameda,5/12/2021,13855,1751525
Alameda,5/13/2021,18456,1769981
Alameda,5/14/2021,21188,1791169
Alameda,5/15/2021,17809,1808978
Alameda,5/16/2021,9160,1818138
Alameda,5/17/2021,13823,1831961
Alameda,5/18/2021,14644,1846605
Alameda,5/19/2021,14924,1861529
Alameda,5/20/2021,13761,1875290
Alameda,5/21/2021,15657,1890947
Alameda,5/22/2021,10681,1901628
Alameda,5/23/2021,5283,1906911
Alameda,5/24/2021,7424,1914335
Alameda,5/25/2021,8230,1922565
Alameda,5/26/2021,8406,1930971
Alameda,5/27/2021,8343,1939314
Alameda,5/28/2021,8819,1948133
Alameda,5/29/2021,5050,1953183
Alameda,5/30/2021,2521,1955704
Alameda,5/31/2021,1213,1956917
Alameda,6/1/2021,7383,1964300
Alameda,6/2/2021,5920,1970220
Alameda,6/3/2021,8710,1978930
Alameda,6/4/2021,10690,1989620
Alameda,6/5/2021,8254,1997874
Alameda,6/6/2021,3791,2001665
Alameda,6/7/2021,6009,2007674
Alameda,6/8/2021,7491,2015165
Alameda,6/9/2021,7529,2022694
Alameda,6/10/2021,8184,2030878
Alameda,6/11/2021,8274,2039152
Alameda,6/12/2021,5697,2044849
Alameda,6/13/2021,2379,2047228
Alameda,6/14/2021,4712,2051940
Alameda,6/15/2021,6171,2058111
Alameda,6/16/2021,5340,2063451
Alameda,6/17/2021,5809,2069260
Alameda,6/18/2021,6124,2075384
Alameda,6/19/2021,3529,2078913
Alameda,6/20/2021,1468,2080381
Alameda,6/21/2021,2795,2083176
Alameda,6/22/2021,4717,2087893
Alameda,6/23/2021,3578,2091471
Alameda,6/24/2021,4496,2095967
Alameda,6/25/2021,4757,2100724
Alameda,6/26/2021,3156,2103880
Alameda,6/27/2021,1341,2105221
Alameda,6/28/2021,2991,2108212
Alameda,6/29/2021,3825,2112037
Alameda,6/30/2021,3001,2115038
Alameda,7/1/2021,3590,2118628
Alameda,7/2/2021,4107,2122735
Alameda,7/3/2021,2080,2124815
Alameda,7/4/2021,105,2124920
Alameda,7/5/2021,1676,2126596
Alameda,7/6/2021,3706,2130302
Alameda,7/7/2021,2871,2133173
Alameda,7/8/2021,2916,2136089
Alameda,7/9/2021,3659,2139748
Alameda,7/10/2021,2282,2142030
Alameda,7/11/2021,1048,2143078
Alameda,7/12/2021,2674,2145752
Alameda,7/13/2021,2800,2148552
Alameda,7/14/2021,2264,2150816
Alameda,7/15/2021,2564,2153380
Alameda,7/16/2021,3379,2156759
Alameda,7/17/2021,2128,2158887
Alameda,7/18/2021,1062,2159949
Alameda,7/19/2021,2581,2162530
Alameda,7/20/2021,2662,2165192
Alameda,7/21/2021,2481,2167673
Alameda,7/22/2021,2566,2170239
Alameda,7/23/2021,3421,2173660
Alameda,7/24/2021,2242,2175902
Alameda,7/25/2021,736,2176638
Alameda,7/26/2021,2507,2179145
Alameda,7/27/2021,2913,2182058
Alameda,7/28/2021,2361,2184419
Alameda,7/29/2021,2847,2187266
Alameda,7/30/2021,3568,2190834
Alameda,7/31/2021,2222,2193056
Alameda,8/1/2021,936,2193992
Alameda,8/2/2021,2975,2196967
Alameda,8/3/2021,3174,2200141
Alameda,8/4/2021,2690,2202831
Alameda,8/5/2021,3246,2206077
Alameda,8/6/2021,4051,2210128
Alameda,8/7/2021,2461,2212589
Alameda,8/8/2021,1229,2213818
Alameda,8/9/2021,3107,2216925
Alameda,8/10/2021,2892,2219817
Alameda,8/11/2021,2486,2222303
Alameda,8/12/2021,2900,2225203
Alameda,8/13/2021,4220,2229423
Alameda,8/14/2021,2529,2231952
Alameda,8/15/2021,1293,2233245
Alameda,8/16/2021,3347,2236592
Alameda,8/17/2021,3402,2239994
Alameda,8/18/2021,3030,2243024
Alameda,8/19/2021,3561,2246585
Alameda,8/20/2021,4672,2251257
Alameda,8/21/2021,2936,2254193
Alameda,8/22/2021,1393,2255586
Alameda,8/23/2021,3797,2259383
Alameda,8/24/2021,3760,2263143
Alameda,8/25/2021,3136,2266279
Alameda,8/26/2021,3851,2270130
Alameda,8/27/2021,4504,2274634
Alameda,8/28/2021,2702,2277336
Alameda,8/29/2021,1238,2278574
Alameda,8/30/2021,3365,2281939
Alameda,8/31/2021,3519,2285458
Alameda,9/1/2021,2882,2288340
Alameda,9/2/2021,3342,2291682
Alameda,9/3/2021,4408,2296090
Alameda,9/4/2021,2183,2298273
Alameda,9/5/2021,1086,2299359
Alameda,9/6/2021,677,2300036
Alameda,9/7/2021,3681,2303717
Alameda,9/8/2021,2855,2306572
Alameda,9/9/2021,3062,2309634
Alameda,9/10/2021,3823,2313457
Alameda,9/11/2021,2348,2315805
Alameda,9/12/2021,1049,2316854
Alameda,9/13/2021,2766,2319620
Alameda,9/14/2021,2708,2322328
Alameda,9/15/2021,2327,2324655
Alameda,9/16/2021,2817,2327472
Alameda,9/17/2021,3276,2330748
Alameda,9/18/2021,1931,2332679
Alameda,9/19/2021,970,2333649
Alameda,9/20/2021,2676,2336325
Alameda,9/21/2021,2385,2338710
Alameda,9/22/2021,2145,2340855
Alameda,9/23/2021,2481,2343336
Alameda,9/24/2021,3877,2347213
Alameda,9/25/2021,2693,2349906
Alameda,9/26/2021,1643,2351549
Alameda,9/27/2021,4889,2356438
Alameda,9/28/2021,5575,2362013
Alameda,9/29/2021,5936,2367949
Alameda,9/30/2021,6288,2374237
Alameda,10/1/2021,6954,2381191
Alameda,10/2/2021,3368,2384559
Alameda,10/3/2021,1483,2386042
Alameda,10/4/2021,5917,2391959
Alameda,10/5/2021,5685,2397644
Alameda,10/6/2021,4994,2402638
Alameda,10/7/2021,5736,2408374
Alameda,10/8/2021,6542,2414916
Alameda,10/9/2021,3033,2417949
Alameda,10/10/2021,1407,2419356
Alameda,10/11/2021,5087,2424443
Alameda,10/12/2021,5609,2430052
Alameda,10/13/2021,4708,2434760
Alameda,10/14/2021,5237,2439997
Alameda,10/15/2021,6282,2446279
Alameda,10/16/2021,2810,2449089
Alameda,10/17/2021,1303,2450392
Alameda,10/18/2021,4845,2455237
Alameda,10/19/2021,5202,2460439
Alameda,10/20/2021,4420,2464859
Alameda,10/21/2021,5046,2469905
Alameda,10/22/2021,7259,2477164
Alameda,10/23/2021,3896,2481060
Alameda,10/24/2021,1576,2482636
Alameda,10/25/2021,6558,2489194
Alameda,10/26/2021,8371,2497565
Alameda,10/27/2021,9126,2506691
Alameda,10/28/2021,9100,2515791
Alameda,10/29/2021,10509,2526300
Alameda,10/30/2021,4809,2531109
Alameda,10/31/2021,2218,2533327
Alameda,11/1/2021,7777,2541104
Alameda,11/2/2021,9039,2550143
Alameda,11/3/2021,9620,2559763
Alameda,11/4/2021,9928,2569691
Alameda,11/5/2021,11636,2581327
Alameda,11/6/2021,6851,2588178
Alameda,11/7/2021,2908,2591086
Alameda,11/8/2021,9765,2600851
Alameda,11/9/2021,11370,2612221
Alameda,11/10/2021,13332,2625553
Alameda,11/11/2021,12939,2638492
Alameda,11/12/2021,13667,2652159
Alameda,11/13/2021,8786,2660945
Alameda,11/14/2021,3733,2664678
Alameda,11/15/2021,9993,2674671
Alameda,11/16/2021,12485,2687156
Alameda,11/17/2021,13108,2700264
Alameda,11/18/2021,11528,2711792
Alameda,11/19/2021,13292,2725084
Alameda,11/20/2021,8881,2733965
Alameda,11/21/2021,3386,2737351
Alameda,11/22/2021,11239,2748590
Alameda,11/23/2021,13842,2762432
Alameda,11/24/2021,10989,2773421
Alameda,11/25/2021,173,2773594
Alameda,11/26/2021,8766,2782360
Alameda,11/27/2021,6533,2788893
Alameda,11/28/2021,2929,2791822
Alameda,11/29/2021,10888,2802710
Alameda,11/30/2021,13701,2816411
Alameda,12/1/2021,15803,2832214
Alameda,12/2/2021,16103,2848317
Alameda,12/3/2021,17119,2865436
Alameda,12/4/2021,10554,2875990
Alameda,12/5/2021,4422,2880412
Alameda,12/6/2021,12436,2892848
Alameda,12/7/2021,14618,2907466
Alameda,12/8/2021,15268,2922734
Alameda,12/9/2021,14948,2937682
Alameda,12/10/2021,15942,2953624
Alameda,12/11/2021,9592,2963216
Alameda,12/12/2021,3742,2966958
Alameda,12/13/2021,11200,2978158
Alameda,12/14/2021,14369,2992527
Alameda,12/15/2021,14211,3006738
Alameda,12/16/2021,13184,3019922
Alameda,12/17/2021,10881,3030803
Amador,7/27/2020,0,0
Amador,7/28/2020,0,0
Amador,7/29/2020,0,0
Amador,7/30/2020,0,0
Amador,7/31/2020,0,0
Amador,8/1/2020,0,0
Amador,8/2/2020,0,0
Amador,8/3/2020,0,0
Amador,8/4/2020,0,0
Amador,8/5/2020,0,0
Amador,8/6/2020,0,0
Amador,8/7/2020,0,0
Amador,8/8/2020,0,0
Amador,8/9/2020,0,0
Amador,8/10/2020,0,0
Amador,8/11/2020,0,0
Amador,8/12/2020,0,0
Amador,8/13/2020,0,0
Amador,8/14/2020,0,0
Amador,8/15/2020,0,0
Amador,8/16/2020,0,0
Amador,8/17/2020,0,0
Amador,8/18/2020,0,0
Amador,8/19/2020,0,0
Amador,8/20/2020,0,0
Amador,8/21/2020,0,0
Amador,8/22/2020,0,0
Amador,8/23/2020,0,0
Amador,8/24/2020,0,0
Amador,8/25/2020,0,0
Amador,8/26/2020,0,0
Amador,8/27/2020,0,0
Amador,8/28/2020,0,0
Amador,8/29/2020,0,0
Amador,8/30/2020,0,0
Amador,8/31/2020,0,0
Amador,9/1/2020,0,0
Amador,9/2/2020,0,0
Amador,9/3/2020,0,0
Amador,9/4/2020,0,0
Amador,9/5/2020,0,0
Amador,9/6/2020,0,0
Amador,9/7/2020,0,0
Amador,9/8/2020,0,0
Amador,9/9/2020,0,0
Amador,9/10/2020,0,0
Amador,9/11/2020,0,0
Amador,9/12/2020,0,0
Amador,9/13/2020,0,0
Amador,9/14/2020,0,0
Amador,9/15/2020,0,0
Amador,9/16/2020,0,0
Amador,9/17/2020,0,0
Amador,9/18/2020,0,0
Amador,9/19/2020,0,0
Amador,9/20/2020,0,0
Amador,9/21/2020,0,0
Amador,9/22/2020,0,0
Amador,9/23/2020,0,0
Amador,9/24/2020,0,0
Amador,9/25/2020,0,0
Amador,9/26/2020,0,0
Amador,9/27/2020,0,0
Amador,9/28/2020,0,0
Amador,9/29/2020,0,0
Amador,9/30/2020,0,0
Amador,10/1/2020,0,0
Amador,10/2/2020,0,0
Amador,10/3/2020,0,0
Amador,10/4/2020,0,0
Amador,10/5/2020,0,0
Amador,10/6/2020,0,0
Amador,10/7/2020,0,0
Amador,10/8/2020,0,0
Amador,10/9/2020,0,0
Amador,10/10/2020,0,0
Amador,10/11/2020,0,0
Amador,10/12/2020,0,0
Amador,10/13/2020,0,0
Amador,10/14/2020,0,0
Amador,10/15/2020,0,0
Amador,10/16/2020,0,0
Amador,10/17/2020,0,0
Amador,10/18/2020,0,0
Amador,10/19/2020,0,0
Amador,10/20/2020,0,0
Amador,10/21/2020,0,0
Amador,10/22/2020,0,0
Amador,10/23/2020,0,0
Amador,10/24/2020,0,0
Amador,10/25/2020,0,0
Amador,10/26/2020,0,0
Amador,10/27/2020,0,0
Amador,10/28/2020,0,0
Amador,10/29/2020,0,0
Amador,10/30/2020,0,0
Amador,10/31/2020,0,0
Amador,11/1/2020,0,0
Amador,11/2/2020,0,0
Amador,11/3/2020,0,0
Amador,11/4/2020,0,0
Amador,11/5/2020,0,0
Amador,11/6/2020,0,0
Amador,11/7/2020,0,0
Amador,11/8/2020,0,0
Amador,11/9/2020,0,0
Amador,11/10/2020,0,0
Amador,11/11/2020,0,0
Amador,11/12/2020,0,0
Amador,11/13/2020,0,0
Amador,11/14/2020,0,0
Amador,11/15/2020,0,0
Amador,11/16/2020,0,0
Amador,11/17/2020,0,0
Amador,11/18/2020,0,0
Amador,11/19/2020,1,1
Amador,11/20/2020,0,1
Amador,11/21/2020,0,1
Amador,11/22/2020,0,1
Amador,11/23/2020,0,1
Amador,11/24/2020,0,1
Amador,11/25/2020,0,1
Amador,11/26/2020,0,1
Amador,11/27/2020,0,1
Amador,11/28/2020,0,1
Amador,11/29/2020,0,1
Amador,11/30/2020,0,1
Amador,12/1/2020,0,1
Amador,12/2/2020,0,1
Amador,12/3/2020,1,2
Amador,12/4/2020,0,2
Amador,12/5/2020,2,4
Amador,12/6/2020,0,4
Amador,12/7/2020,0,4
Amador,12/8/2020,0,4
Amador,12/9/2020,0,4
Amador,12/10/2020,0,4
Amador,12/11/2020,0,4
Amador,12/12/2020,0,4
Amador,12/13/2020,0,4
Amador,12/14/2020,0,4
Amador,12/15/2020,0,4
Amador,12/16/2020,3,7
Amador,12/17/2020,6,13
Amador,12/18/2020,47,60
Amador,12/19/2020,16,76
Amador,12/20/2020,5,81
Amador,12/21/2020,30,111
Amador,12/22/2020,42,153
Amador,12/23/2020,41,194
Amador,12/24/2020,4,198
Amador,12/25/2020,1,199
Amador,12/26/2020,7,206
Amador,12/27/2020,2,208
Amador,12/28/2020,34,242
Amador,12/29/2020,25,267
Amador,12/30/2020,125,392
Amador,12/31/2020,208,600
Amador,1/1/2021,3,603
Amador,1/2/2021,61,664
Amador,1/3/2021,76,740
Amador,1/4/2021,133,873
Amador,1/5/2021,35,908
Amador,1/6/2021,39,947
Amador,1/7/2021,235,1182
Amador,1/8/2021,90,1272
Amador,1/9/2021,13,1285
Amador,1/10/2021,6,1291
Amador,1/11/2021,124,1415
Amador,1/12/2021,80,1495
Amador,1/13/2021,43,1538
Amador,1/14/2021,159,1697
Amador,1/15/2021,67,1764
Amador,1/16/2021,24,1788
Amador,1/17/2021,33,1821
Amador,1/18/2021,32,1853
Amador,1/19/2021,141,1994
Amador,1/20/2021,187,2181
Amador,1/21/2021,316,2497
Amador,1/22/2021,154,2651
Amador,1/23/2021,66,2717
Amador,1/24/2021,31,2748
Amador,1/25/2021,73,2821
Amador,1/26/2021,249,3070
Amador,1/27/2021,307,3377
Amador,1/28/2021,376,3753
Amador,1/29/2021,112,3865
Amador,1/30/2021,199,4064
Amador,1/31/2021,31,4095
Amador,2/1/2021,72,4167
Amador,2/2/2021,220,4387
Amador,2/3/2021,149,4536
Amador,2/4/2021,256,4792
Amador,2/5/2021,340,5132
Amador,2/6/2021,133,5265
Amador,2/7/2021,39,5304
Amador,2/8/2021,100,5404
Amador,2/9/2021,178,5582
Amador,2/10/2021,996,6578
Amador,2/11/2021,327,6905
Amador,2/12/2021,350,7255
Amador,2/13/2021,189,7444
Amador,2/14/2021,137,7581
Amador,2/15/2021,205,7786
Amador,2/16/2021,477,8263
Amador,2/17/2021,280,8543
Amador,2/18/2021,406,8949
Amador,2/19/2021,200,9149
Amador,2/20/2021,103,9252
Amador,2/21/2021,60,9312
Amador,2/22/2021,74,9386
Amador,2/23/2021,335,9721
Amador,2/24/2021,416,10137
Amador,2/25/2021,553,10690
Amador,2/26/2021,667,11357
Amador,2/27/2021,331,11688
Amador,2/28/2021,126,11814
Amador,3/1/2021,224,12038
Amador,3/2/2021,416,12454
Amador,3/3/2021,268,12722
Amador,3/4/2021,523,13245
Amador,3/5/2021,530,13775
Amador,3/6/2021,106,13881
Amador,3/7/2021,107,13988
Amador,3/8/2021,168,14156
Amador,3/9/2021,399,14555
Amador,3/10/2021,534,15089
Amador,3/11/2021,490,15579
Amador,3/12/2021,604,16183
Amador,3/13/2021,136,16319
Amador,3/14/2021,112,16431
Amador,3/15/2021,205,16636
Amador,3/16/2021,462,17098
Amador,3/17/2021,392,17490
Amador,3/18/2021,539,18029
Amador,3/19/2021,561,18590
Amador,3/20/2021,121,18711
Amador,3/21/2021,57,18768
Amador,3/22/2021,124,18892
Amador,3/23/2021,448,19340
Amador,3/24/2021,356,19696
Amador,3/25/2021,630,20326
Amador,3/26/2021,768,21094
Amador,3/27/2021,103,21197
Amador,3/28/2021,71,21268
Amador,3/29/2021,194,21462
Amador,3/30/2021,545,22007
Amador,3/31/2021,210,22217
Amador,4/1/2021,633,22850
Amador,4/2/2021,625,23475
Amador,4/3/2021,92,23567
Amador,4/4/2021,40,23607
Amador,4/5/2021,149,23756
Amador,4/6/2021,513,24269
Amador,4/7/2021,120,24389
Amador,4/8/2021,503,24892
Amador,4/9/2021,499,25391
Amador,4/10/2021,60,25451
Amador,4/11/2021,51,25502
Amador,4/12/2021,106,25608
Amador,4/13/2021,343,25951
Amador,4/14/2021,288,26239
Amador,4/15/2021,350,26589
Amador,4/16/2021,493,27082
Amador,4/17/2021,68,27150
Amador,4/18/2021,43,27193
Amador,4/19/2021,82,27275
Amador,4/20/2021,449,27724
Amador,4/21/2021,96,27820
Amador,4/22/2021,517,28337
Amador,4/23/2021,366,28703
Amador,4/24/2021,57,28760
Amador,4/25/2021,46,28806
Amador,4/26/2021,102,28908
Amador,4/27/2021,502,29410
Amador,4/28/2021,77,29487
Amador,4/29/2021,233,29720
Amador,4/30/2021,346,30066
Amador,5/1/2021,50,30116
Amador,5/2/2021,30,30146
Amador,5/3/2021,71,30217
Amador,5/4/2021,477,30694
Amador,5/5/2021,217,30911
Amador,5/6/2021,106,31017
Amador,5/7/2021,134,31151
Amador,5/8/2021,45,31196
Amador,5/9/2021,17,31213
Amador,5/10/2021,59,31272
Amador,5/11/2021,101,31373
Amador,5/12/2021,77,31450
Amador,5/13/2021,80,31530
Amador,5/14/2021,407,31937
Amador,5/15/2021,44,31981
Amador,5/16/2021,41,32022
Amador,5/17/2021,82,32104
Amador,5/18/2021,253,32357
Amador,5/19/2021,81,32438
Amador,5/20/2021,90,32528
Amador,5/21/2021,279,32807
Amador,5/22/2021,48,32855
Amador,5/23/2021,31,32886
Amador,5/24/2021,92,32978
Amador,5/25/2021,151,33129
Amador,5/26/2021,206,33335
Amador,5/27/2021,82,33417
Amador,5/28/2021,72,33489
Amador,5/29/2021,29,33518
Amador,5/30/2021,18,33536
Amador,5/31/2021,9,33545
Amador,6/1/2021,95,33640
Amador,6/2/2021,47,33687
Amador,6/3/2021,57,33744
Amador,6/4/2021,101,33845
