County,date,total_doses,cumulative_total_doses
Sacramento,3/5/2021,11260,417784
Sacramento,3/6/2021,8663,426447
Sacramento,3/7/2021,8527,434974
Sacramento,3/8/2021,9511,444485
Sacramento,3/9/2021,10076,454561
Sacramento,3/10/2021,12156,466717
Sacramento,3/11/2021,15595,482312
Sacramento,3/12/2021,18459,500771
Sacramento,3/13/2021,13899,514670
Sacramento,3/14/2021,9642,524312
Sacramento,3/15/2021,12554,536866
Sacramento,3/16/2021,14550,551416
Sacramento,3/17/2021,14363,565779
Sacramento,3/18/2021,16065,581844
Sacramento,3/19/2021,15939,597783
Sacramento,3/20/2021,13513,611296
Sacramento,3/21/2021,5899,617195
Sacramento,3/22/2021,9628,626823
Sacramento,3/23/2021,11709,638532
Sacramento,3/24/2021,12057,650589
Sacramento,3/25/2021,14528,665117
Sacramento,3/26/2021,18674,683791
Sacramento,3/27/2021,10430,694221
Sacramento,3/28/2021,6801,701022
Sacramento,3/29/2021,11201,712223
Sacramento,3/30/2021,12114,724337
Sacramento,3/31/2021,13670,738007
Sacramento,4/1/2021,17808,755815
Sacramento,4/2/2021,17420,773235
Sacramento,4/3/2021,10622,783857
Sacramento,4/4/2021,3814,787671
Sacramento,4/5/2021,12374,800045
Sacramento,4/6/2021,15920,815965
Sacramento,4/7/2021,15197,831162
Sacramento,4/8/2021,15267,846429
Sacramento,4/9/2021,18556,864985
Sacramento,4/10/2021,13687,878672
Sacramento,4/11/2021,11389,890061
Sacramento,4/12/2021,13114,903175
Sacramento,4/13/2021,16481,919656
Sacramento,4/14/2021,15165,934821
Sacramento,4/15/2021,16591,951412
Sacramento,4/16/2021,17773,969185
Sacramento,4/17/2021,15978,985163
Sacramento,4/18/2021,9206,994369
Sacramento,4/19/2021,10728,1005097
Sacramento,4/20/2021,11616,1016713
Sacramento,4/21/2021,12520,1029233
Sacramento,4/22/2021,15515,1044748
Sacramento,4/23/2021,16668,1061416
Sacramento,4/24/2021,11836,1073252
Sacramento,4/25/2021,8620,1081872
Sacramento,4/26/2021,10939,1092811
Sacramento,4/27/2021,12464,1105275
Sacramento,4/28/2021,11044,1116319
Sacramento,4/29/2021,11566,1127885
Sacramento,4/30/2021,13167,1141052
Sacramento,5/1/2021,8006,1149058
Sacramento,5/2/2021,5101,1154159
Sacramento,5/3/2021,9125,1163284
Sacramento,5/4/2021,9594,1172878
Sacramento,5/5/2021,11520,1184398
Sacramento,5/6/2021,11400,1195798
Sacramento,5/7/2021,11060,1206858
Sacramento,5/8/2021,9132,1215990
Sacramento,5/9/2021,3345,1219335
Sacramento,5/10/2021,8452,1227787
Sacramento,5/11/2021,8852,1236639
Sacramento,5/12/2021,8900,1245539
Sacramento,5/13/2021,12253,1257792
Sacramento,5/14/2021,12989,1270781
Sacramento,5/15/2021,13539,1284320
Sacramento,5/16/2021,8780,1293100
Sacramento,5/17/2021,10683,1303783
Sacramento,5/18/2021,10159,1313942
Sacramento,5/19/2021,10195,1324137
Sacramento,5/20/2021,10584,1334721
Sacramento,5/21/2021,11374,1346095
Sacramento,5/22/2021,7613,1353708
Sacramento,5/23/2021,5358,1359066
Sacramento,5/24/2021,8066,1367132
Sacramento,5/25/2021,7015,1374147
Sacramento,5/26/2021,8762,1382909
Sacramento,5/27/2021,7157,1390066
Sacramento,5/28/2021,8647,1398713
Sacramento,5/29/2021,4555,1403268
Sacramento,5/30/2021,1754,1405022
Sacramento,5/31/2021,919,1405941
Sacramento,6/1/2021,7087,1413028
Sacramento,6/2/2021,6219,1419247
Sacramento,6/3/2021,7627,1426874
Sacramento,6/4/2021,7314,1434188
Sacramento,6/5/2021,6751,1440939
Sacramento,6/6/2021,2678,1443617
Sacramento,6/7/2021,5707,1449324
Sacramento,6/8/2021,5529,1454853
Sacramento,6/9/2021,6787,1461640
Sacramento,6/10/2021,5584,1467224
Sacramento,6/11/2021,7955,1475179
Sacramento,6/12/2021,5076,1480255
Sacramento,6/13/2021,1957,1482212
Sacramento,6/14/2021,4419,1486631
Sacramento,6/15/2021,5086,1491717
Sacramento,6/16/2021,4606,1496323
Sacramento,6/17/2021,4259,1500582
Sacramento,6/18/2021,5395,1505977
Sacramento,6/19/2021,3471,1509448
Sacramento,6/20/2021,1328,1510776
Sacramento,6/21/2021,2620,1513396
Sacramento,6/22/2021,4004,1517400
Sacramento,6/23/2021,4199,1521599
Sacramento,6/24/2021,3565,1525164
Sacramento,6/25/2021,4406,1529570
Sacramento,6/26/2021,3050,1532620
Sacramento,6/27/2021,1275,1533895
Sacramento,6/28/2021,2685,1536580
Sacramento,6/29/2021,3385,1539965
Sacramento,6/30/2021,3425,1543390
Sacramento,7/1/2021,2955,1546345
Sacramento,7/2/2021,3519,1549864
Sacramento,7/3/2021,1904,1551768
Sacramento,7/4/2021,166,1551934
Sacramento,7/5/2021,1466,1553400
Sacramento,7/6/2021,3567,1556967
Sacramento,7/7/2021,3295,1560262
Sacramento,7/8/2021,2804,1563066
Sacramento,7/9/2021,3519,1566585
Sacramento,7/10/2021,2065,1568650
Sacramento,7/11/2021,838,1569488
Sacramento,7/12/2021,2677,1572165
Sacramento,7/13/2021,2951,1575116
Sacramento,7/14/2021,2893,1578009
Sacramento,7/15/2021,2636,1580645
Sacramento,7/16/2021,3496,1584141
Sacramento,7/17/2021,2249,1586390
Sacramento,7/18/2021,957,1587347
Sacramento,7/19/2021,2651,1589998
Sacramento,7/20/2021,3049,1593047
Sacramento,7/21/2021,3245,1596292
Sacramento,7/22/2021,3022,1599314
Sacramento,7/23/2021,3776,1603090
Sacramento,7/24/2021,2366,1605456
Sacramento,7/25/2021,930,1606386
Sacramento,7/26/2021,2891,1609277
Sacramento,7/27/2021,3451,1612728
Sacramento,7/28/2021,3436,1616164
Sacramento,7/29/2021,3202,1619366
Sacramento,7/30/2021,4096,1623462
Sacramento,7/31/2021,2465,1625927
Sacramento,8/1/2021,1190,1627117
Sacramento,8/2/2021,3487,1630604
Sacramento,8/3/2021,3675,1634279
Sacramento,8/4/2021,3384,1637663
Sacramento,8/5/2021,3455,1641118
Sacramento,8/6/2021,4191,1645309
Sacramento,8/7/2021,2524,1647833
Sacramento,8/8/2021,1240,1649073
Sacramento,8/9/2021,3824,1652897
Sacramento,8/10/2021,3513,1656410
Sacramento,8/11/2021,3542,1659952
Sacramento,8/12/2021,3326,1663278
Sacramento,8/13/2021,4557,1667835
Sacramento,8/14/2021,2856,1670691
Sacramento,8/15/2021,1468,1672159
Sacramento,8/16/2021,3984,1676143
Sacramento,8/17/2021,3973,1680116
Sacramento,8/18/2021,3990,1684106
Sacramento,8/19/2021,4124,1688230
Sacramento,8/20/2021,5159,1693389
Sacramento,8/21/2021,2835,1696224
Sacramento,8/22/2021,1559,1697783
Sacramento,8/23/2021,4739,1702522
Sacramento,8/24/2021,4479,1707001
Sacramento,8/25/2021,4466,1711467
Sacramento,8/26/2021,4416,1715883
Sacramento,8/27/2021,5111,1720994
Sacramento,8/28/2021,3139,1724133
Sacramento,8/29/2021,1660,1725793
Sacramento,8/30/2021,4440,1730233
Sacramento,8/31/2021,4140,1734373
Sacramento,9/1/2021,4079,1738452
Sacramento,9/2/2021,3744,1742196
Sacramento,9/3/2021,4743,1746939
Sacramento,9/4/2021,2519,1749458
Sacramento,9/5/2021,1422,1750880
Sacramento,9/6/2021,836,1751716
Sacramento,9/7/2021,4351,1756067
Sacramento,9/8/2021,3803,1759870
Sacramento,9/9/2021,3561,1763431
Sacramento,9/10/2021,4441,1767872
Sacramento,9/11/2021,2553,1770425
Sacramento,9/12/2021,1385,1771810
Sacramento,9/13/2021,3831,1775641
Sacramento,9/14/2021,3185,1778826
Sacramento,9/15/2021,3254,1782080
Sacramento,9/16/2021,3385,1785465
Sacramento,9/17/2021,3929,1789394
Sacramento,9/18/2021,2210,1791604
Sacramento,9/19/2021,1433,1793037
Sacramento,9/20/2021,3439,1796476
Sacramento,9/21/2021,2945,1799421
Sacramento,9/22/2021,3030,1802451
Sacramento,9/23/2021,3010,1805461
Sacramento,9/24/2021,4135,1809596
Sacramento,9/25/2021,2974,1812570
Sacramento,9/26/2021,1947,1814517
Sacramento,9/27/2021,4516,1819033
Sacramento,9/28/2021,5712,1824745
Sacramento,9/29/2021,5794,1830539
Sacramento,9/30/2021,5945,1836484
Sacramento,10/1/2021,6465,1842949
Sacramento,10/2/2021,2698,1845647
Sacramento,10/3/2021,1778,1847425
Sacramento,10/4/2021,4859,1852284
Sacramento,10/5/2021,4618,1856902
Sacramento,10/6/2021,4725,1861627
Sacramento,10/7/2021,4611,1866238
Sacramento,10/8/2021,6043,1872281
Sacramento,10/9/2021,2268,1874549
Sacramento,10/10/2021,1359,1875908
Sacramento,10/11/2021,4272,1880180
Sacramento,10/12/2021,3699,1883879
Sacramento,10/13/2021,3862,1887741
Sacramento,10/14/2021,3717,1891458
Sacramento,10/15/2021,5079,1896537
Sacramento,10/16/2021,2396,1898933
Sacramento,10/17/2021,1199,1900132
Sacramento,10/18/2021,3948,1904080
Sacramento,10/19/2021,3350,1907430
Sacramento,10/20/2021,3443,1910873
Sacramento,10/21/2021,3629,1914502
Sacramento,10/22/2021,5929,1920431
Sacramento,10/23/2021,3223,1923654
Sacramento,10/24/2021,1615,1925269
Sacramento,10/25/2021,5740,1931009
Sacramento,10/26/2021,6214,1937223
Sacramento,10/27/2021,7456,1944679
Sacramento,10/28/2021,7462,1952141
Sacramento,10/29/2021,8246,1960387
Sacramento,10/30/2021,3708,1964095
Sacramento,10/31/2021,1696,1965791
Sacramento,11/1/2021,6893,1972684
Sacramento,11/2/2021,6606,1979290
Sacramento,11/3/2021,6842,1986132
Sacramento,11/4/2021,6715,1992847
Sacramento,11/5/2021,8375,2001222
Sacramento,11/6/2021,4052,2005274
Sacramento,11/7/2021,2110,2007384
Sacramento,11/8/2021,7328,2014712
Sacramento,11/9/2021,7118,2021830
Sacramento,11/10/2021,8359,2030189
Sacramento,11/11/2021,8143,2038332
Sacramento,11/12/2021,9748,2048080
Sacramento,11/13/2021,4628,2052708
Sacramento,11/14/2021,2463,2055171
Sacramento,11/15/2021,7920,2063091
Sacramento,11/16/2021,8074,2071165
Sacramento,11/17/2021,8555,2079720
Sacramento,11/18/2021,6957,2086677
Sacramento,11/19/2021,7722,2094399
Sacramento,11/20/2021,5412,2099811
Sacramento,11/21/2021,2236,2102047
Sacramento,11/22/2021,9259,2111306
Sacramento,11/23/2021,8657,2119963
Sacramento,11/24/2021,7300,2127263
Sacramento,11/25/2021,219,2127482
Sacramento,11/26/2021,4986,2132468
Sacramento,11/27/2021,4090,2136558
Sacramento,11/28/2021,2184,2138742
Sacramento,11/29/2021,8644,2147386
Sacramento,11/30/2021,8813,2156199
Sacramento,12/1/2021,9839,2166038
Sacramento,12/2/2021,10994,2177032
Sacramento,12/3/2021,11146,2188178
Sacramento,12/4/2021,5757,2193935
Sacramento,12/5/2021,3307,2197242
Sacramento,12/6/2021,8772,2206014
Sacramento,12/7/2021,8589,2214603
Sacramento,12/8/2021,9290,2223893
Sacramento,12/9/2021,9161,2233054
Sacramento,12/10/2021,9608,2242662
Sacramento,12/11/2021,5246,2247908
Sacramento,12/12/2021,1832,2249740
Sacramento,12/13/2021,7960,2257700
Sacramento,12/14/2021,8079,2265779
Sacramento,12/15/2021,7942,2273721
Sacramento,12/16/2021,7672,2281393
Sacramento,12/17/2021,6559,2287952
San Benito,7/27/2020,0,0
San Benito,7/28/2020,0,0
San Benito,7/29/2020,0,0
San Benito,7/30/2020,0,0
San Benito,7/31/2020,0,0
San Benito,8/1/2020,0,0
San Benito,8/2/2020,0,0
San Benito,8/3/2020,0,0
San Benito,8/4/2020,0,0
San Benito,8/5/2020,0,0
San Benito,8/6/2020,0,0
San Benito,8/7/2020,0,0
San Benito,8/8/2020,0,0
San Benito,8/9/2020,0,0
San Benito,8/10/2020,0,0
San Benito,8/11/2020,0,0
San Benito,8/12/2020,0,0
San Benito,8/13/2020,0,0
San Benito,8/14/2020,0,0
San Benito,8/15/2020,0,0
San Benito,8/16/2020,0,0
San Benito,8/17/2020,0,0
San Benito,8/18/2020,0,0
San Benito,8/19/2020,0,0
San Benito,8/20/2020,0,0
San Benito,8/21/2020,0,0
San Benito,8/22/2020,0,0
San Benito,8/23/2020,0,0
San Benito,8/24/2020,0,0
San Benito,8/25/2020,0,0
San Benito,8/26/2020,0,0
San Benito,8/27/2020,0,0
San Benito,8/28/2020,0,0
San Benito,8/29/2020,0,0
San Benito,8/30/2020,0,0
San Benito,8/31/2020,0,0
San Benito,9/1/2020,0,0
San Benito,9/2/2020,0,0
San Benito,9/3/2020,0,0
San Benito,9/4/2020,0,0
San Benito,9/5/2020,0,0
San Benito,9/6/2020,0,0
San Benito,9/7/2020,0,0
San Benito,9/8/2020,0,0
San Benito,9/9/2020,0,0
San Benito,9/10/2020,0,0
San Benito,9/11/2020,0,0
San Benito,9/12/2020,0,0
San Benito,9/13/2020,0,0
San Benito,9/14/2020,0,0
San Benito,9/15/2020,0,0
San Benito,9/16/2020,0,0
San Benito,9/17/2020,0,0
San Benito,9/18/2020,0,0
San Benito,9/19/2020,0,0
San Benito,9/20/2020,0,0
San Benito,9/21/2020,0,0
San Benito,9/22/2020,0,0
San Benito,9/23/2020,0,0
San Benito,9/24/2020,0,0
San Benito,9/25/2020,0,0
San Benito,9/26/2020,0,0
San Benito,9/27/2020,0,0
San Benito,9/28/2020,0,0
San Benito,9/29/2020,0,0
San Benito,9/30/2020,0,0
San Benito,10/1/2020,0,0
San Benito,10/2/2020,0,0
San Benito,10/3/2020,0,0
San Benito,10/4/2020,0,0
San Benito,10/5/2020,0,0
San Benito,10/6/2020,0,0
San Benito,10/7/2020,0,0
San Benito,10/8/2020,0,0
San Benito,10/9/2020,0,0
San Benito,10/10/2020,0,0
San Benito,10/11/2020,0,0
San Benito,10/12/2020,0,0
San Benito,10/13/2020,0,0
San Benito,10/14/2020,0,0
San Benito,10/15/2020,0,0
San Benito,10/16/2020,0,0
San Benito,10/17/2020,0,0
San Benito,10/18/2020,0,0
San Benito,10/19/2020,0,0
San Benito,10/20/2020,0,0
San Benito,10/21/2020,0,0
San Benito,10/22/2020,0,0
San Benito,10/23/2020,0,0
San Benito,10/24/2020,0,0
San Benito,10/25/2020,0,0
San Benito,10/26/2020,0,0
San Benito,10/27/2020,0,0
San Benito,10/28/2020,0,0
San Benito,10/29/2020,0,0
San Benito,10/30/2020,0,0
San Benito,10/31/2020,0,0
San Benito,11/1/2020,0,0
San Benito,11/2/2020,0,0
San Benito,11/3/2020,0,0
San Benito,11/4/2020,0,0
San Benito,11/5/2020,0,0
San Benito,11/6/2020,0,0
San Benito,11/7/2020,0,0
San Benito,11/8/2020,0,0
San Benito,11/9/2020,0,0
San Benito,11/10/2020,0,0
San Benito,11/11/2020,0,0
San Benito,11/12/2020,0,0
San Benito,11/13/2020,0,0
San Benito,11/14/2020,0,0
San Benito,11/15/2020,0,0
San Benito,11/16/2020,0,0
San Benito,11/17/2020,0,0
San Benito,11/18/2020,0,0
San Benito,11/19/2020,0,0
San Benito,11/20/2020,0,0
San Benito,11/21/2020,0,0
San Benito,11/22/2020,0,0
San Benito,11/23/2020,0,0
San Benito,11/24/2020,0,0
San Benito,11/25/2020,0,0
San Benito,11/26/2020,0,0
San Benito,11/27/2020,0,0
San Benito,11/28/2020,0,0
San Benito,11/29/2020,0,0
San Benito,11/30/2020,0,0
San Benito,12/1/2020,0,0
San Benito,12/2/2020,1,1
San Benito,12/3/2020,0,1
San Benito,12/4/2020,0,1
San Benito,12/5/2020,0,1
San Benito,12/6/2020,0,1
San Benito,12/7/2020,0,1
San Benito,12/8/2020,0,1
San Benito,12/9/2020,0,1
San Benito,12/10/2020,0,1
San Benito,12/11/2020,0,1
San Benito,12/12/2020,0,1
San Benito,12/13/2020,0,1
San Benito,12/14/2020,0,1
San Benito,12/15/2020,1,2
San Benito,12/16/2020,30,32
San Benito,12/17/2020,43,75
San Benito,12/18/2020,79,154
San Benito,12/19/2020,49,203
San Benito,12/20/2020,28,231
San Benito,12/21/2020,79,310
San Benito,12/22/2020,100,410
San Benito,12/23/2020,92,502
San Benito,12/24/2020,14,516
San Benito,12/25/2020,2,518
San Benito,12/26/2020,13,531
San Benito,12/27/2020,9,540
San Benito,12/28/2020,79,619
San Benito,12/29/2020,57,676
San Benito,12/30/2020,66,742
San Benito,12/31/2020,18,760
San Benito,1/1/2021,2,762
San Benito,1/2/2021,22,784
San Benito,1/3/2021,4,788
San Benito,1/4/2021,71,859
San Benito,1/5/2021,136,995
San Benito,1/6/2021,110,1105
San Benito,1/7/2021,112,1217
San Benito,1/8/2021,190,1407
San Benito,1/9/2021,49,1456
San Benito,1/10/2021,21,1477
San Benito,1/11/2021,178,1655
San Benito,1/12/2021,167,1822
San Benito,1/13/2021,248,2070
San Benito,1/14/2021,144,2214
San Benito,1/15/2021,231,2445
San Benito,1/16/2021,27,2472
San Benito,1/17/2021,15,2487
San Benito,1/18/2021,39,2526
San Benito,1/19/2021,207,2733
San Benito,1/20/2021,351,3084
San Benito,1/21/2021,159,3243
San Benito,1/22/2021,238,3481
San Benito,1/23/2021,36,3517
San Benito,1/24/2021,27,3544
San Benito,1/25/2021,102,3646
San Benito,1/26/2021,148,3794
San Benito,1/27/2021,235,4029
San Benito,1/28/2021,157,4186
San Benito,1/29/2021,302,4488
San Benito,1/30/2021,50,4538
San Benito,1/31/2021,18,4556
San Benito,2/1/2021,156,4712
San Benito,2/2/2021,260,4972
San Benito,2/3/2021,358,5330
San Benito,2/4/2021,203,5533
San Benito,2/5/2021,337,5870
San Benito,2/6/2021,54,5924
San Benito,2/7/2021,27,5951
San Benito,2/8/2021,176,6127
San Benito,2/9/2021,364,6491
San Benito,2/10/2021,354,6845
San Benito,2/11/2021,343,7188
San Benito,2/12/2021,458,7646
San Benito,2/13/2021,76,7722
San Benito,2/14/2021,44,7766
San Benito,2/15/2021,118,7884
San Benito,2/16/2021,272,8156
San Benito,2/17/2021,391,8547
San Benito,2/18/2021,327,8874
San Benito,2/19/2021,372,9246
San Benito,2/20/2021,53,9299
San Benito,2/21/2021,39,9338
San Benito,2/22/2021,145,9483
San Benito,2/23/2021,399,9882
San Benito,2/24/2021,415,10297
San Benito,2/25/2021,421,10718
San Benito,2/26/2021,686,11404
San Benito,2/27/2021,122,11526
San Benito,2/28/2021,267,11793
San Benito,3/1/2021,261,12054
San Benito,3/2/2021,321,12375
San Benito,3/3/2021,448,12823
San Benito,3/4/2021,658,13481
San Benito,3/5/2021,635,14116
San Benito,3/6/2021,227,14343
San Benito,3/7/2021,650,14993
San Benito,3/8/2021,321,15314
San Benito,3/9/2021,462,15776
San Benito,3/10/2021,458,16234
San Benito,3/11/2021,499,16733
San Benito,3/12/2021,557,17290
San Benito,3/13/2021,229,17519
San Benito,3/14/2021,242,17761
San Benito,3/15/2021,326,18087
San Benito,3/16/2021,525,18612
San Benito,3/17/2021,810,19422
San Benito,3/18/2021,796,20218
San Benito,3/19/2021,799,21017
San Benito,3/20/2021,268,21285
San Benito,3/21/2021,114,21399
San Benito,3/22/2021,370,21769
San Benito,3/23/2021,489,22258
San Benito,3/24/2021,614,22872
San Benito,3/25/2021,774,23646
San Benito,3/26/2021,1071,24717
San Benito,3/27/2021,374,25091
San Benito,3/28/2021,754,25845
San Benito,3/29/2021,360,26205
San Benito,3/30/2021,625,26830
San Benito,3/31/2021,646,27476
San Benito,4/1/2021,1023,28499
San Benito,4/2/2021,616,29115
San Benito,4/3/2021,281,29396
San Benito,4/4/2021,140,29536
San Benito,4/5/2021,372,29908
San Benito,4/6/2021,487,30395
San Benito,4/7/2021,959,31354
San Benito,4/8/2021,876,32230
San Benito,4/9/2021,884,33114
San Benito,4/10/2021,368,33482
San Benito,4/11/2021,494,33976
San Benito,4/12/2021,555,34531
San Benito,4/13/2021,762,35293
San Benito,4/14/2021,877,36170
San Benito,4/15/2021,964,37134
San Benito,4/16/2021,734,37868
San Benito,4/17/2021,331,38199
San Benito,4/18/2021,523,38722
San Benito,4/19/2021,753,39475
San Benito,4/20/2021,829,40304
San Benito,4/21/2021,1014,41318
San Benito,4/22/2021,953,42271
San Benito,4/23/2021,684,42955
San Benito,4/24/2021,381,43336
San Benito,4/25/2021,210,43546
San Benito,4/26/2021,518,44064
San Benito,4/27/2021,581,44645
San Benito,4/28/2021,586,45231
San Benito,4/29/2021,674,45905
San Benito,4/30/2021,408,46313
San Benito,5/1/2021,229,46542
San Benito,5/2/2021,218,46760
San Benito,5/3/2021,364,47124
San Benito,5/4/2021,429,47553
San Benito,5/5/2021,638,48191
San Benito,5/6/2021,664,48855
San Benito,5/7/2021,478,49333
San Benito,5/8/2021,292,49625
San Benito,5/9/2021,114,49739
San Benito,5/10/2021,453,50192
San Benito,5/11/2021,862,51054
San Benito,5/12/2021,535,51589
San Benito,5/13/2021,772,52361
San Benito,5/14/2021,629,52990
San Benito,5/15/2021,240,53230
San Benito,5/16/2021,174,53404
San Benito,5/17/2021,411,53815
San Benito,5/18/2021,703,54518
San Benito,5/19/2021,595,55113
San Benito,5/20/2021,618,55731
San Benito,5/21/2021,502,56233
San Benito,5/22/2021,315,56548
San Benito,5/23/2021,104,56652
San Benito,5/24/2021,316,56968
San Benito,5/25/2021,538,57506
San Benito,5/26/2021,335,57841
San Benito,5/27/2021,429,58270
San Benito,5/28/2021,302,58572
San Benito,5/29/2021,151,58723
San Benito,5/30/2021,270,58993
San Benito,5/31/2021,103,59096
San Benito,6/1/2021,273,59369
San Benito,6/2/2021,333,59702
San Benito,6/3/2021,353,60055
San Benito,6/4/2021,291,60346
San Benito,6/5/2021,109,60455
San Benito,6/6/2021,64,60519
San Benito,6/7/2021,346,60865
San Benito,6/8/2021,317,61182
San Benito,6/9/2021,253,61435
San Benito,6/10/2021,369,61804
San Benito,6/11/2021,271,62075
San Benito,6/12/2021,169,62244
San Benito,6/13/2021,53,62297
San Benito,6/14/2021,198,62495
San Benito,6/15/2021,231,62726
San Benito,6/16/2021,223,62949
San Benito,6/17/2021,259,63208
San Benito,6/18/2021,170,63378
San Benito,6/19/2021,118,63496
San Benito,6/20/2021,39,63535
San Benito,6/21/2021,118,63653
San Benito,6/22/2021,228,63881
San Benito,6/23/2021,157,64038
San Benito,6/24/2021,193,64231
San Benito,6/25/2021,158,64389
San Benito,6/26/2021,81,64470
San Benito,6/27/2021,59,64529
San Benito,6/28/2021,132,64661
San Benito,6/29/2021,112,64773
San Benito,6/30/2021,142,64915
San Benito,7/1/2021,138,65053
San Benito,7/2/2021,134,65187
San Benito,7/3/2021,102,65289
San Benito,7/4/2021,14,65303
San Benito,7/5/2021,97,65400
San Benito,7/6/2021,128,65528
San Benito,7/7/2021,149,65677
San Benito,7/8/2021,106,65783
San Benito,7/9/2021,86,65869
San Benito,7/10/2021,159,66028
San Benito,7/11/2021,43,66071
San Benito,7/12/2021,90,66161
San Benito,7/13/2021,141,66302
San Benito,7/14/2021,132,66434
San Benito,7/15/2021,158,66592
San Benito,7/16/2021,104,66696
San Benito,7/17/2021,86,66782
San Benito,7/18/2021,27,66809
San Benito,7/19/2021,131,66940
San Benito,7/20/2021,89,67029
San Benito,7/21/2021,167,67196
San Benito,7/22/2021,100,67296
San Benito,7/23/2021,142,67438
San Benito,7/24/2021,105,67543
San Benito,7/25/2021,64,67607
San Benito,7/26/2021,101,67708
San Benito,7/27/2021,124,67832
San Benito,7/28/2021,170,68002
San Benito,7/29/2021,151,68153
San Benito,7/30/2021,128,68281
San Benito,7/31/2021,124,68405
San Benito,8/1/2021,26,68431
San Benito,8/2/2021,115,68546
San Benito,8/3/2021,178,68724
San Benito,8/4/2021,157,68881
San Benito,8/5/2021,186,69067
San Benito,8/6/2021,162,69229
San Benito,8/7/2021,33,69262
San Benito,8/8/2021,118,69380
San Benito,8/9/2021,172,69552
San Benito,8/10/2021,183,69735
San Benito,8/11/2021,176,69911
San Benito,8/12/2021,147,70058
San Benito,8/13/2021,188,70246
San Benito,8/14/2021,177,70423
San Benito,8/15/2021,37,70460
San Benito,8/16/2021,168,70628
San Benito,8/17/2021,140,70768
San Benito,8/18/2021,226,70994
San Benito,8/19/2021,196,71190
San Benito,8/20/2021,212,71402
San Benito,8/21/2021,118,71520
San Benito,8/22/2021,41,71561
San Benito,8/23/2021,148,71709
San Benito,8/24/2021,137,71846
San Benito,8/25/2021,205,72051
San Benito,8/26/2021,243,72294
San Benito,8/27/2021,206,72500
San Benito,8/28/2021,127,72627
San Benito,8/29/2021,50,72677
San Benito,8/30/2021,183,72860
San Benito,8/31/2021,138,72998
San Benito,9/1/2021,125,73123
San Benito,9/2/2021,155,73278
San Benito,9/3/2021,178,73456
San Benito,9/4/2021,50,73506
San Benito,9/5/2021,38,73544
San Benito,9/6/2021,129,73673
San Benito,9/7/2021,135,73808
San Benito,9/8/2021,179,73987
San Benito,9/9/2021,175,74162
San Benito,9/10/2021,168,74330
San Benito,9/11/2021,129,74459
San Benito,9/12/2021,57,74516
San Benito,9/13/2021,176,74692
San Benito,9/14/2021,206,74898
San Benito,9/15/2021,179,75077
San Benito,9/16/2021,177,75254
San Benito,9/17/2021,199,75453
San Benito,9/18/2021,65,75518
San Benito,9/19/2021,65,75583
San Benito,9/20/2021,166,75749
San Benito,9/21/2021,143,75892
San Benito,9/22/2021,122,76014
San Benito,9/23/2021,152,76166
San Benito,9/24/2021,160,76326
San Benito,9/25/2021,94,76420
San Benito,9/26/2021,45,76465
San Benito,9/27/2021,124,76589
San Benito,9/28/2021,171,76760
San Benito,9/29/2021,232,76992
San Benito,9/30/2021,192,77184
San Benito,10/1/2021,195,77379
San Benito,10/2/2021,58,77437
San Benito,10/3/2021,36,77473
San Benito,10/4/2021,126,77599
San Benito,10/5/2021,134,77733
San Benito,10/6/2021,163,77896
San Benito,10/7/2021,190,78086
San Benito,10/8/2021,163,78249
San Benito,10/9/2021,75,78324
San Benito,10/10/2021,25,78349
San Benito,10/11/2021,159,78508
San Benito,10/12/2021,144,78652
San Benito,10/13/2021,158,78810
San Benito,10/14/2021,162,78972
San Benito,10/15/2021,207,79179
San Benito,10/16/2021,52,79231
San Benito,10/17/2021,48,79279
San Benito,10/18/2021,117,79396
San Benito,10/19/2021,81,79477
San Benito,10/20/2021,204,79681
San Benito,10/21/2021,149,79830
San Benito,10/22/2021,235,80065
San Benito,10/23/2021,177,80242
San Benito,10/24/2021,43,80285
San Benito,10/25/2021,211,80496
San Benito,10/26/2021,263,80759
San Benito,10/27/2021,414,81173
San Benito,10/28/2021,263,81436
San Benito,10/29/2021,294,81730
San Benito,10/30/2021,121,81851
San Benito,10/31/2021,57,81908
San Benito,11/1/2021,255,82163
San Benito,11/2/2021,295,82458
San Benito,11/3/2021,352,82810
San Benito,11/4/2021,371,83181
San Benito,11/5/2021,359,83540
San Benito,11/6/2021,229,83769
San Benito,11/7/2021,61,83830
San Benito,11/8/2021,278,84108
San Benito,11/9/2021,234,84342
San Benito,11/10/2021,507,84849
San Benito,11/11/2021,330,85179
San Benito,11/12/2021,414,85593
San Benito,11/13/2021,154,85747
San Benito,11/14/2021,79,85826
San Benito,11/15/2021,306,86132
San Benito,11/16/2021,292,86424
San Benito,11/17/2021,441,86865
San Benito,11/18/2021,455,87320
San Benito,11/19/2021,395,87715
San Benito,11/20/2021,192,87907
San Benito,11/21/2021,76,87983
San Benito,11/22/2021,419,88402
San Benito,11/23/2021,367,88769
San Benito,11/24/2021,312,89081
San Benito,11/25/2021,5,89086
San Benito,11/26/2021,197,89283
San Benito,11/27/2021,145,89428
San Benito,11/28/2021,64,89492
San Benito,11/29/2021,290,89782
San Benito,11/30/2021,296,90078
San Benito,12/1/2021,564,90642
San Benito,12/2/2021,487,91129
San Benito,12/3/2021,461,91590
San Benito,12/4/2021,194,91784
